chr,bin,start,end,mean_female,mean_male,female_cov,male_cov
chr16,9978,60871170,60871558,0.824,0.598,31,111
chr16,9979,60872106,60872962,0.861,0.611,21,51
chr16,9980,60927499,60928956,0.461,0.724,43,129
chr16,9981,61272519,61273288,0.617,0.868,27,58
chr16,9983,61389758,61390824,0.381,0.61,64,101
chr16,9986,61748970,61749566,0.76,0.56,24,100
chr16,9987,61756380,61757415,0.301,0.539,25,73
chr16,9989,62059131,62059647,0.656,0.884,34,70
chr16,9990,62084565,62084657,0.811,0.615,4,11
chr16,9991,62249717,62250712,0.832,0.585,25,78
chr16,9992,62558522,62558769,0.935,0.738,17,21
chr16,9993,62859189,62859340,0.449,0.655,9,23
chr16,9994,62860573,62861159,0.4,0.637,27,49
chr16,9995,62921715,62921767,0.696,0.487,12,10
chr16,9996,62925337,62926415,0.481,0.221,89,132
chr16,9997,62949702,62949906,0.591,0.792,16,19
chr16,9999,63380839,63381461,0.625,0.407,15,61
chr16,10000,63890182,63890343,0.259,0.468,13,33
chr16,10002,63918547,63920115,0.863,0.601,26,76
chr16,10005,64473063,64474955,0.449,0.673,44,103
chr16,10006,64601940,64602179,0.739,0.542,17,42
chr16,10009,64682259,64683470,0.543,0.214,45,160
chr16,10013,64821221,64821685,0.89,0.677,42,88
chr16,10014,64831518,64832224,0.469,0.188,9,17
chr16,10017,64991046,64991928,0.826,0.585,19,65
chr16,10018,65667169,65668459,0.621,0.929,32,42
chr16,10019,65668966,65670001,0.655,0.943,31,62
chr16,10022,65846838,65847541,0.305,0.085,12,20
chr16,10025,65858516,65859221,0.331,0.615,6,16
chr16,10027,67118998,67119379,0.743,0.547,14,71
chr16,10028,67346999,67347616,0.851,0.646,20,49
chr16,10029,67392476,67393324,0.907,0.69,4,9
chr16,10030,67624829,67625224,0.741,0.508,12,33
chr16,10031,67625752,67626683,0.712,0.475,7,17
chr16,10032,68704665,68705355,0.725,0.933,27,54
chr16,10033,68729303,68729747,0.496,0.764,24,55
chr16,10034,68832098,68832188,0.746,0.531,17,25
chr16,10035,69087971,69088179,0.059,0.296,4,8
chr16,10038,69224879,69225112,0.375,0.139,8,19
chr16,10039,69306461,69306918,0.424,0.211,9,31
chr16,10040,69314400,69314504,0.606,0.813,8,8
chr16,10045,70516060,70516954,0.5,0.292,80,142
chr16,10046,70624506,70624692,0.6,0.402,13,45
chr16,10048,70677538,70678211,0.592,0.322,19,51
chr16,10050,70709041,70709425,0.63,0.877,10,22
chr16,10051,70834602,70834724,0.965,0.618,24,63
chr16,10053,71013532,71013889,0.853,0.653,19,34
chr16,10057,71264735,71265380,0.667,0.444,54,65
chr16,10058,71325545,71325919,0.858,0.637,30,39
chr16,10059,71336643,71337319,0.811,0.587,12,38
chr16,10061,71471723,71472827,0.938,0.729,47,117
chr16,10062,71502080,71502234,0.333,0.548,4,7
chr16,10063,71677850,71678112,0.521,0.723,10,36
chr16,10067,71849184,71849344,0.546,0.761,8,23
chr16,10068,71866382,71866556,0.59,0.375,14,50
chr16,10070,72000474,72001131,0.649,0.932,12,16
chr16,10071,72001963,72004003,0.376,0.725,37,56
chr16,10073,72215805,72216067,0.167,0.372,7,9
chr16,10074,72220666,72220711,0.517,0.325,9,43
chr16,10075,72306176,72306390,0.933,0.697,14,44
chr16,10076,72427547,72427904,0.888,0.69,10,29
chr16,10077,72496530,72496950,0.829,0.623,6,23
chr16,10079,72742349,72743439,0.319,0.11,18,56
chr16,10081,72963402,72964453,0.645,0.869,40,116
chr16,10082,73058938,73060288,0.542,0.304,58,181
chr16,10083,73077322,73078171,0.63,0.398,51,118
chr16,10084,73102662,73103257,0.522,0.746,32,84
chr16,10085,73163727,73164143,0.266,0.479,19,30
chr16,10086,73412189,73412480,0.812,0.59,10,15
chr16,10087,73635498,73636617,0.681,0.899,18,54
chr16,10088,73951595,73952337,0.846,0.602,32,47
chr16,10089,74171426,74172719,0.584,0.818,19,82
chr16,10090,74238984,74239374,0.501,0.713,13,32
chr16,10092,74459481,74460050,0.656,0.391,42,68
chr16,10094,74631893,74632017,0.092,0.3,11,28
chr16,10095,74743829,74743922,0.805,0.345,26,107
chr16,10096,74880929,74881272,0.51,0.723,31,61
chr16,10098,74930574,74930866,0.84,0.624,9,33
chr16,10100,74988911,74989145,0.494,0.278,13,18
chr16,10102,75635552,75635974,0.656,0.864,10,32
chr16,10103,76254859,76255436,0.394,0.606,13,29
chr16,10105,76264934,76265722,0.662,0.882,25,49
chr16,10106,76282552,76284444,0.726,0.504,47,152
chr16,10107,76334067,76334190,0.673,0.879,8,41
chr16,10108,76378611,76379201,0.367,0.578,26,55
chr16,10113,76463617,76464888,0.597,0.911,19,33
chr16,10114,76465608,76465729,0.431,0.919,9,4
chr16,10115,76466602,76468496,0.449,0.898,50,47
chr16,10117,76570586,76571522,0.663,0.463,30,52
chr16,10119,76581303,76581763,0.911,0.648,3,23
chr16,10122,77038426,77038917,0.378,0.185,22,21
chr16,10124,77141656,77142337,0.497,0.779,16,59
chr16,10128,77441416,77442335,0.706,0.504,29,85
chr16,10130,77924082,77924989,0.39,0.601,21,44
chr16,10132,77926778,77928794,0.388,0.642,49,66
chr16,10136,77963069,77964201,0.415,0.193,36,84
chr16,10137,77983368,77985184,0.583,0.325,15,58
chr16,10139,77987014,77988547,0.751,0.489,28,72
chr16,10141,78072718,78072849,0.878,0.68,7,26
chr16,10144,78144297,78144806,0.888,0.626,13,21
chr16,10146,78556810,78557295,0.903,0.706,7,13
chr16,10148,79035149,79035326,0.508,0.745,11,33
chr16,10150,79501278,79501938,0.535,0.783,11,37
chr16,10151,79541883,79542847,0.711,0.461,35,74
chr16,10152,79588139,79588363,0.867,0.671,14,33
chr16,10153,79766812,79767057,0.593,0.818,12,27
chr16,10154,79946566,79947199,0.821,0.595,20,56
chr16,10155,80055957,80056365,0.309,0.09,26,48
chr16,10157,80098616,80098828,0.616,0.405,9,31
chr16,10159,80437779,80437879,0.645,0.879,23,44
chr16,10160,80544215,80544461,0.599,0.36,18,24
chr16,10162,80748234,80748730,0.722,0.346,28,44
chr16,10171,81948606,81949333,0.841,0.639,30,62
chr16,10172,81964098,81965444,0.876,0.634,98,274
chr16,10173,82003264,82004187,0.635,0.858,40,111
chr16,10174,82090716,82091563,0.657,0.898,12,44
chr16,10175,82282824,82283721,0.579,0.81,34,98
chr16,10176,82444087,82444177,0.902,0.706,5,25
chr16,10178,82478265,82478550,0.575,0.858,6,1
chr16,10179,82480602,82480995,0.791,0.584,19,40
chr16,10181,82611356,82611438,0.199,0.768,5,6
chr16,10183,82769151,82769753,0.529,0.313,8,12
chr16,10184,82805636,82806593,0.78,0.538,51,184
chr16,10186,82855344,82856352,0.638,0.903,48,86
chr16,10187,82904260,82904509,0.647,0.853,5,18
chr16,10190,83052875,83053289,0.541,0.827,6,20
chr16,10191,83177412,83177766,0.853,0.659,27,59
chr16,10192,83272694,83272936,0.881,0.67,32,72
chr16,10193,83321581,83321886,0.56,0.341,24,79
chr16,10194,83336863,83337499,0.275,0.554,19,48
chr16,10195,83374741,83375545,0.723,0.504,25,39
chr16,10197,83412314,83412621,0.705,0.936,13,24
chr16,10199,83482891,83483109,0.469,0.675,8,36
chr16,10201,83555580,83555607,0.882,0.686,9,12
chr16,10202,83624485,83624896,0.41,0.617,24,52
chr16,10203,83672752,83674988,0.912,0.656,59,98
chr16,10205,84342985,84343685,0.8,0.58,15,40
chr16,10208,84592748,84593098,0.71,0.919,6,20
chr16,10209,84832417,84833261,0.692,0.901,17,26
chr16,10210,85426955,85427226,0.822,0.553,6,6
chr16,10213,85629848,85629907,0.862,0.671,10,14
chr16,10215,86522130,86522861,0.918,0.675,23,52
chr16,10216,86543028,86543637,0.495,0.787,18,51
chr16,10217,86547936,86548800,0.333,0.777,57,123
chr16,10218,86603363,86604871,0.932,0.56,23,41
chr16,10219,86606847,86607562,0.784,0.559,35,81
chr16,10220,86675739,86675906,0.527,0.324,7,27
chr16,10221,86716738,86717991,0.66,0.42,45,104
chr16,10225,86892853,86892889,0.715,0.522,13,29
chr16,10231,87229416,87230056,0.672,0.906,13,27
chr16,10232,87364269,87365033,0.713,0.507,19,44
chr16,10234,87503455,87505035,0.875,0.627,42,79
chr16,10235,88013399,88013919,0.56,0.77,9,10
chr16,10238,89694010,89694532,0.646,0.425,11,29
chr16,10240,90066387,90066450,0.381,0.121,4,24
chr16,10242,90105643,90106244,0.748,0.421,39,96
chr16,10243,90107677,90107685,0.585,0.387,12,27
chr16,10244,90663701,90663883,0.758,0.493,10,31
chr17,10246,246413,246563,0.99,0.745,5,17
chr17,10247,285320,285772,0.825,0.606,12,23
chr17,10250,543911,544168,0.349,0.155,7,17
chr17,10251,544815,545525,0.544,0.342,9,20
chr17,10252,689986,691940,0.456,0.701,27,64
chr17,10253,941365,941873,0.91,0.704,4,7
chr17,10254,943545,943778,0.918,0.689,21,13
chr17,10255,1020627,1021549,0.752,0.979,11,29
chr17,10256,1022426,1022959,0.753,0.957,23,61
chr17,10257,1096754,1097935,0.561,0.793,14,22
chr17,10259,1183122,1184437,0.966,0.733,14,49
chr17,10260,1209225,1209688,0.413,0.617,9,17
chr17,10264,1470263,1470841,0.905,0.711,7,11
chr17,10265,1608598,1608749,0.669,0.874,10,12
chr17,10273,2640000,2640938,0.952,0.754,10,14
chr17,10278,4508140,4509030,0.719,0.929,17,26
chr17,10279,4546509,4547244,0.64,0.387,65,96
chr17,10282,4704177,4704303,0.505,0.711,9,12
chr17,10283,4819886,4820436,0.489,0.275,24,63
chr17,10284,4822586,4823071,0.53,0.734,19,47
chr17,10285,4844930,4845433,0.855,0.614,35,87
chr17,10286,4852551,4853474,0.493,0.804,27,80
chr17,10287,4894611,4895337,0.59,0.394,19,40
chr17,10288,4921080,4921477,0.584,0.354,19,55
chr17,10289,4927530,4927859,0.833,0.64,17,43
chr17,10290,4932884,4933866,0.763,0.518,47,169
chr17,10291,4955307,4957141,0.899,0.593,62,115
chr17,10292,4967170,4968330,0.527,0.749,69,112
chr17,10293,4991390,4992089,0.859,0.658,28,79
chr17,10294,5030014,5030391,0.948,0.754,8,34
chr17,10296,5132293,5132650,0.685,0.978,13,12
chr17,10297,5280298,5280462,0.865,0.615,6,6
chr17,10300,5523044,5523345,0.724,0.94,5,7
chr17,10301,5564583,5565658,0.78,0.555,34,73
chr17,10302,5591636,5592809,0.938,0.717,18,24
chr17,10303,5617123,5618769,0.461,0.867,49,83
chr17,10304,5841704,5842072,0.898,0.701,17,25
chr17,10305,6021401,6021841,0.914,0.711,35,63
chr17,10306,6233603,6234817,0.658,0.893,18,24
chr17,10307,6276903,6276943,0.653,0.853,3,3
chr17,10308,6338727,6339377,0.447,0.239,15,22
chr17,10310,6419531,6419969,0.681,0.889,15,33
chr17,10312,6460708,6461028,0.653,0.889,7,8
chr17,10313,6481938,6482073,0.664,0.87,26,52
chr17,10314,6492708,6493500,0.936,0.653,27,88
chr17,10316,6536476,6536790,0.641,0.443,8,58
chr17,10318,6660677,6662002,0.428,0.217,43,91
chr17,10319,6911306,6911785,0.88,0.665,15,23
chr17,10320,7356101,7357288,0.584,0.349,56,152
chr17,10321,7398389,7398512,0.512,0.32,8,21
chr17,10322,7433769,7434028,0.896,0.7,25,48
chr17,10323,7591174,7591935,0.866,0.609,64,150
chr17,10327,7774777,7775139,0.566,0.366,33,62
chr17,10328,7781725,7781800,0.355,0.163,31,54
chr17,10329,7806413,7806647,0.802,0.542,22,55
chr17,10330,7809519,7810155,0.781,0.558,7,35
chr17,10331,7870547,7871015,0.92,0.706,14,31
chr17,10332,7946306,7946682,0.812,0.564,17,61
chr17,10333,7955540,7955975,0.56,0.791,47,96
chr17,10334,7992859,7993146,0.983,0.773,14,26
chr17,10335,8133691,8134250,0.398,0.193,34,67
chr17,10337,8143739,8143851,0.824,0.6,20,39
chr17,10341,8567910,8568414,0.864,0.665,19,46
chr17,10342,8570770,8570821,0.752,0.96,11,13
chr17,10343,8571658,8573230,0.575,0.943,24,42
chr17,10346,8621068,8621877,0.622,0.831,10,11
chr17,10347,8664243,8665649,0.603,0.352,50,131
chr17,10350,8828461,8828577,0.685,0.491,8,31
chr17,10352,8889696,8889954,0.782,0.586,21,63
chr17,10355,9037665,9038760,0.185,0.417,70,114
chr17,10358,9239871,9240838,0.857,0.612,27,68
chr17,10359,9308132,9308723,0.802,0.569,22,72
chr17,10360,9447793,9448900,0.492,0.745,22,32
chr17,10361,9481738,9482069,0.735,0.941,5,6
chr17,10362,9514443,9515282,0.964,0.676,21,70
chr17,10363,9518033,9518459,0.727,0.458,5,9
chr17,10364,9536255,9537543,0.602,0.336,27,101
chr17,10365,9587764,9589187,0.333,0.08,25,74
chr17,10366,9652047,9652675,0.949,0.744,21,44
chr17,10368,9704415,9705209,0.543,0.332,48,128
chr17,10370,9840422,9841472,0.52,0.28,26,49
chr17,10371,9910912,9911868,0.801,0.514,33,54
chr17,10374,10126396,10127105,0.53,0.748,15,36
chr17,10378,10368689,10369048,0.211,0.467,6,15
chr17,10382,10638975,10639392,0.884,0.656,14,59
chr17,10383,10702472,10702895,0.957,0.755,6,4
chr17,10384,10887490,10887648,0.461,0.74,14,21
chr17,10385,10888242,10888396,0.33,0.911,5,1
chr17,10386,10931918,10932438,0.888,0.679,15,39
chr17,10388,10936134,10937287,0.874,0.638,11,34
chr17,10391,11205570,11205971,0.655,0.909,23,39
chr17,10393,11296560,11297980,0.606,0.888,29,39
chr17,10394,11309135,11310766,0.529,0.818,54,126
chr17,10395,11337116,11337948,0.767,0.518,14,95
chr17,10396,11392799,11393398,0.631,0.889,35,74
chr17,10397,11473816,11473993,0.674,0.449,14,32
chr17,10399,11657213,11657611,0.605,0.844,22,43
chr17,10400,11690882,11690988,0.583,0.784,12,34
chr17,10404,11864304,11865693,0.681,0.414,20,89
chr17,10405,11957377,11957628,0.837,0.558,5,3
chr17,10406,11995742,11996928,0.931,0.623,28,81
chr17,10407,12095630,12097031,0.645,0.893,72,85
chr17,10411,12311415,12311726,0.867,0.66,20,59
chr17,10412,12339790,12340416,0.659,0.912,12,3
chr17,10413,12348365,12348523,0.637,0.856,11,14
chr17,10415,12510710,12511485,0.733,0.961,29,66
chr17,10419,12818272,12819048,0.843,0.616,27,47
chr17,10420,12825075,12826296,0.519,0.753,22,77
chr17,10421,12976657,12977078,0.295,0.095,36,79
chr17,10423,13150030,13151597,0.888,0.666,44,92
chr17,10424,13157565,13157802,0.595,0.8,7,10
chr17,10425,13222680,13223573,0.625,0.854,22,57
chr17,10430,13305522,13306161,0.88,0.619,15,31
chr17,10431,13310105,13310158,0.869,0.673,6,18
chr17,10434,13669271,13669533,0.479,0.699,19,42
chr17,10435,13682353,13683715,0.919,0.639,15,31
chr17,10436,13685970,13687835,0.834,0.581,57,103
chr17,10439,13709126,13709649,0.587,0.866,17,24
chr17,10440,13764969,13765441,0.512,0.311,12,28
chr17,10441,13789204,13789553,0.658,0.459,5,14
chr17,10442,13875455,13876151,0.585,0.8,8,15
chr17,10443,13921464,13921841,0.922,0.714,25,69
chr17,10446,15131537,15131841,0.978,0.781,9,13
chr17,10447,15133383,15133528,0.993,0.77,5,21
chr17,10448,15138025,15138569,0.997,0.755,9,13
chr17,10449,15176334,15176797,0.235,0.451,14,23
chr17,10451,15364037,15364100,0.756,0.544,6,3
chr17,10454,15577939,15578390,0.61,0.413,7,20
chr17,10455,15644732,15645989,0.313,0.617,52,123
chr17,10456,15678493,15679012,0.779,0.462,15,26
chr17,10457,15679632,15679778,0.727,0.431,17,46
chr17,10459,15737010,15737911,0.789,0.579,27,43
chr17,10461,15869692,15869862,0.827,0.607,10,14
chr17,10462,15882976,15883073,0.94,0.723,11,38
chr17,10464,16132517,16134442,0.842,0.592,23,30
chr17,10466,16331206,16331533,0.497,0.757,16,23
chr17,10467,16372140,16372375,0.419,0.213,9,46
chr17,10469,16608161,16608989,0.608,0.933,7,4
chr17,10470,16609828,16610235,0.665,0.898,19,42
chr17,10471,16665750,16666742,0.689,0.921,23,54
chr17,10472,16679939,16681884,0.692,0.455,51,95
chr17,10474,16999000,16999777,0.845,0.639,33,70
chr17,10475,17053139,17053299,0.779,0.572,17,44
chr17,10476,17191191,17192307,0.742,0.511,25,80
chr17,10477,17213317,17213803,0.796,0.59,24,48
chr17,10479,17720817,17720905,0.531,0.77,18,37
chr17,10480,17847313,17847477,0.82,0.612,11,24
chr17,10481,17929119,17929650,0.871,0.658,37,67
chr17,10482,17942490,17943050,0.635,0.855,18,54
chr17,10483,18132196,18132318,0.929,0.73,10,30
chr17,10484,18419078,18419345,0.666,0.888,13,20
chr17,10485,18423643,18424247,0.546,0.764,14,35
chr17,10486,18452137,18452398,0.853,0.648,6,25
chr17,10487,18468636,18470074,0.543,0.779,123,247
chr17,10488,18481149,18481643,0.36,0.572,26,54
chr17,10489,18531696,18531919,0.691,0.497,28,7
chr17,10490,18567436,18568318,0.578,0.838,8,30
chr17,10491,18576030,18576113,0.679,0.335,14,33
chr17,10493,18681158,18681351,0.504,0.726,7,40
chr17,10494,18683197,18683863,0.375,0.846,83,69
chr17,10498,18810337,18810823,0.663,0.45,14,24
chr17,10500,18870117,18870573,0.898,0.693,35,58
chr17,10502,19003062,19003261,0.766,0.57,13,41
chr17,10504,19259160,19260054,0.559,0.343,12,26
chr17,10505,19388648,19389292,0.535,0.765,36,49
chr17,10506,19518047,19518829,0.556,0.789,92,157
chr17,10507,19587973,19589088,0.751,0.508,45,105
chr17,10508,19840093,19840748,0.478,0.249,23,70
chr17,10509,19920985,19921388,0.581,0.371,10,34
chr17,10510,19952608,19953247,0.564,0.781,8,26
chr17,10511,20066598,20067016,0.219,0.429,17,35
chr17,10512,20609028,20609314,0.698,0.918,13,30
chr17,10514,20644963,20646103,0.768,0.524,30,66
chr17,10516,20704651,20704691,0.847,0.646,11,22
chr17,10517,20780417,20780594,0.927,0.734,9,26
chr17,10518,20783717,20784469,0.747,0.5,19,50
chr17,10519,21068435,21069261,0.57,0.937,28,55
chr17,10520,21149989,21150783,0.307,0.08,22,76
chr17,10523,21396764,21397183,0.91,0.698,35,140
chr17,10524,21453118,21454147,0.716,0.49,25,43
chr17,10525,21645562,21645964,0.409,0.611,13,28
chr17,10527,21933618,21933840,0.712,0.918,3,4
chr17,10528,22179783,22180409,0.843,0.623,19,59
chr17,10529,22344782,22346126,0.648,0.913,33,36
chr17,10530,22547000,22547981,0.946,0.72,13,57
chr17,10531,22555806,22557254,0.65,0.434,56,118
chr17,10534,22816481,22817317,0.566,0.79,30,15
chr17,10536,23089280,23089689,0.721,0.503,18,62
chr17,10537,23223461,23224079,0.939,0.729,19,20
chr17,10539,23280902,23281528,0.914,0.697,20,35
chr17,10540,23579952,23580325,0.507,0.715,27,34
chr17,10541,23601248,23601505,0.563,0.302,22,81
chr17,10545,23768767,23768920,0.643,0.896,18,45
chr17,10546,23790804,23791653,0.482,0.699,17,39
chr17,10547,23824926,23825330,0.078,0.427,9,34
chr17,10550,24104030,24104366,0.538,0.794,61,123
chr17,10551,24218756,24219793,0.448,0.679,36,91
chr17,10552,24265018,24266297,0.401,0.688,29,108
chr17,10553,24393694,24393954,0.415,0.207,72,100
chr17,10554,24414354,24414815,0.919,0.716,7,31
chr17,10557,24680241,24680436,0.855,0.606,21,55
chr17,10558,24897994,24898845,0.9,0.686,30,73
chr17,10559,25049268,25050208,0.832,0.577,22,53
chr17,10560,25079076,25079160,0.5,0.706,6,12
chr17,10561,25184837,25185209,0.802,0.54,14,27
chr17,10562,25212784,25212803,0.657,0.462,6,14
chr17,10563,25297271,25298087,0.603,0.401,18,40
chr17,10565,25341644,25342608,0.824,0.594,31,40
chr17,10567,25583548,25584164,0.59,0.869,17,29
chr17,10568,25584680,25586037,0.581,0.827,10,41
chr17,10569,25630007,25631215,0.653,0.441,22,62
chr17,10570,25757287,25758535,0.79,0.565,9,33
chr17,10571,26629686,26630056,0.421,0.631,11,16
chr17,10572,26751373,26753043,0.875,0.622,33,90
chr17,10575,27010969,27011575,0.899,0.677,17,33
chr17,10576,27031545,27032628,0.425,0.668,38,91
chr17,10579,27114338,27115012,0.47,0.255,25,58
chr17,10581,27238197,27238803,0.068,0.326,9,22
chr17,10582,27290906,27291202,0.975,0.768,17,18
chr17,10583,27402376,27403748,0.461,0.204,20,60
chr17,10584,27506753,27507182,0.436,0.232,31,66
chr17,10585,27604225,27605074,0.781,0.532,9,33
chr17,10586,27633382,27633448,0.91,0.705,11,14
chr17,10587,27707079,27707377,0.952,0.755,7,28
chr17,10588,27861472,27862819,0.596,0.82,54,96
chr17,10590,28034798,28034960,0.407,0.619,13,38
chr17,10591,28078323,28078457,0.489,0.689,15,33
chr17,10592,28195953,28196098,0.87,0.667,7,16
chr17,10593,28488636,28489260,0.834,0.64,34,72
chr17,10594,28945310,28946302,0.902,0.698,13,49
chr17,10595,29107262,29108478,0.899,0.672,18,60
chr17,10598,29656166,29656699,0.388,0.19,11,31
chr17,10599,29765965,29766243,0.682,0.483,12,38
chr17,10602,30718213,30718305,0.694,0.902,13,28
chr17,10603,30719088,30719463,0.631,0.878,14,27
chr17,10607,30962166,30963025,0.571,0.368,56,136
chr17,10608,31355677,31357230,0.4,0.733,71,71
chr17,10610,31572703,31573431,0.668,0.91,14,32
chr17,10614,32239401,32240417,0.713,0.502,21,38
chr17,10617,32374408,32376087,0.541,0.745,14,39
chr17,10618,32435215,32435347,0.556,0.793,16,36
chr17,10619,32436385,32437713,0.574,0.814,19,24
chr17,10622,33650626,33650994,0.703,0.511,14,31
chr17,10623,34120077,34120345,0.495,0.706,14,88
chr17,10627,34818041,34818328,0.657,0.417,5,15
chr17,10628,34899514,34900337,0.638,0.888,31,79
chr17,10629,34902645,34903037,0.713,0.926,22,38
chr17,10630,34987111,34988793,0.728,0.509,60,178
chr17,10631,35276503,35277034,0.474,0.796,11,8
chr17,10633,35679425,35679708,0.741,0.947,20,45
chr17,10634,35698686,35699072,0.961,0.766,12,19
chr17,10635,36362932,36362950,0.722,0.951,11,31
chr17,10638,36564337,36565464,0.728,0.52,47,134
chr17,10639,36631204,36631981,0.656,0.883,15,52
chr17,10641,36773175,36774166,0.533,0.814,19,31
chr17,10642,37017503,37018032,0.946,0.708,11,19
chr17,10644,37336821,37337299,0.44,0.047,3,31
chr17,10647,37617465,37617730,0.866,0.645,40,60
chr17,10648,37722676,37724198,0.862,0.635,35,108
chr17,10650,37852691,37853327,0.619,0.417,18,49
chr17,10651,38383887,38384016,0.703,0.512,11,29
chr17,10653,38545929,38547175,0.628,0.847,21,35
chr17,10654,38805539,38807033,0.72,0.462,8,19
chr17,10655,38807907,38809336,0.712,0.378,13,1
chr17,10656,38809974,38810472,0.718,0.378,5,0
chr17,10657,38811090,38811846,0.724,0.4,14,13
chr17,10659,39352200,39352803,0.834,0.629,18,49
chr17,10663,39475244,39475584,0.524,0.735,66,144
chr17,10664,39870784,39872224,0.672,0.469,44,89
chr17,10665,41112378,41112589,0.564,0.774,9,15
chr17,10668,41653129,41653156,0.493,0.793,8,28
chr17,10674,41761962,41762502,0.392,0.103,12,12
chr17,10675,41763044,41763434,0.31,0.083,7,41
chr17,10677,42133885,42134278,0.715,0.439,25,32
chr17,10678,42218176,42220123,0.926,0.704,35,99
chr17,10679,42238782,42239893,0.783,0.473,23,80
chr17,10680,42264872,42265947,0.705,0.929,24,43
chr17,10681,42302824,42303065,0.638,0.43,79,212
chr17,10682,42376078,42377519,0.851,0.633,38,149
chr17,10683,42389687,42390344,0.52,0.749,43,68
chr17,10684,42390931,42391353,0.557,0.77,19,25
chr17,10685,43227491,43227854,0.485,0.7,13,28
chr17,10686,43351627,43351954,0.581,0.808,30,17
chr17,10687,43355387,43356423,0.506,0.778,26,17
chr17,10688,43430895,43431396,0.597,0.387,15,52
chr17,10689,43633073,43633189,0.749,0.552,12,34
