chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr15,13901,103800138,103800140,0.613,0.921,12,16,0.000811711887637734,4
chr15,13902,103807660,103807662,0.571,0.776,5,35,0.00251535509127054,5
chr15,13904,103959439,103959441,0.717,0.504,9,22,0.0335743461819956,5
chr15,13905,103960323,103960325,0.657,0.355,7,12,0.00498509536636083,3
chr15,13906,103960816,103960818,0.669,0.423,44,59,0.029162448427381,13
chr15,13907,104038869,104038871,0.798,0.543,18,48,0.0429868908001231,9
chr15,13908,104094026,104094028,0.914,0.685,7,21,0.110165187676335,4
chr15,13910,104197768,104197770,0.708,0.493,14,10,0.00958088870598905,5
chr15,13911,104198345,104198347,0.7,0.427,14,37,0.00363627684476042,6
chr15,13912,104199224,104199226,0.74,0.526,17,45,0.0236482777136151,5
chr15,13914,104403427,104403429,0.886,0.588,18,24,0.435569636860897,7
chr15,13915,104405283,104405285,0.81,0.39,9,16,0.231824892097105,5
chr15,13917,104511124,104511126,0.665,0.461,33,17,0.0105469820781174,5
chr15,13919,104785248,104785250,0.747,0.544,40,82,0.145076573356468,14
chr15,13920,104984078,104984080,0.778,0.471,41,73,0.00874938180831131,15
chr15,13921,104989130,104989132,0.698,0.911,11,17,0.0104744348095352,6
chr15,13923,105441658,105441660,0.581,0.802,20,32,0.0514225280833376,5
chr15,13924,105442681,105442683,0.279,0.481,3,17,0.00608743847897292,3
chr15,13925,105518771,105518773,0.555,0.751,8,12,0.0193595752896949,3
chr15,13926,105519443,105519445,0.468,0.233,44,103,0.0164760641697392,14
chr15,13927,105531099,105531101,0.524,0.752,37,93,0.092930953247493,14
chr15,13928,105548864,105548866,0.875,0.676,28,19,0.00125261420484513,6
chr15,13929,105549458,105549460,0.89,0.7,7,9,0.0003787947876287,3
chr15,13930,105673082,105673084,0.589,0.808,28,70,0.120284923088364,11
chr15,13931,105675661,105675663,0.649,0.461,30,86,0.0057867950338808,7
chr15,13932,105701654,105701656,0.645,0.843,31,31,0.0279525197329743,7
chr15,13933,105714635,105714637,0.682,0.889,5,12,0.0173989495582053,3
chr15,13935,105848591,105848593,0.369,0.612,37,51,0.506782243790403,13
chr15,13936,105853024,105853026,0.486,0.286,11,35,0.0644961147787156,4
chr15,13937,106177050,106177052,0.186,0.002,15,11,9.72793252785732e-05,3
chr15,13938,106191627,106191629,0.494,0.699,10,21,0.0528569360849769,4
chr15,13939,106213356,106213358,0.834,0.626,8,19,0.00950009230620397,3
chr15,13941,106256415,106256417,0.526,0.265,15,19,0.0439877263100591,3
chr15,13942,106258522,106258524,0.019,0.25,7,12,0.0137925069682969,4
chr15,13946,106329930,106329932,0.773,0.506,54,88,0.0209383259693035,20
chr15,13947,106404105,106404107,0.806,0.588,79,113,0.375494623182473,18
chr15,13950,106441698,106441700,0.605,0.816,29,45,0.0413919678012178,8
chr15,13951,106455308,106455310,0.553,0.851,52,56,0.0348840117156807,19
chr15,13952,106457012,106457014,0.555,0.821,10,27,0.0030110475146975,4
chr15,13953,106543347,106543349,0.422,0.649,12,16,0.0756640627661578,4
chr15,13954,106680788,106680790,0.904,0.707,31,59,0.00177465021131662,10
chr15,13957,106790576,106790578,0.547,0.297,46,100,0.125453301096675,18
chr15,13958,106807069,106807071,0.728,0.927,25,34,0.0220633413834173,14
chr15,13963,107579248,107579250,0.965,0.742,13,16,0.00225833688115418,5
chr15,13964,107581353,107581355,0.974,0.715,3,5,0.000973267605746897,3
chr15,13976,108540295,108540297,0.489,0.764,39,26,0.0409831823349099,14
chr15,13977,108541381,108541383,0.651,0.871,6,23,0.0339359169042437,4
chr15,13978,108732583,108732585,0.412,0.611,27,42,0.0204281804631331,6
chr15,13979,108801735,108801737,0.712,0.517,12,11,0.0097016252088522,3
chr15,13980,108820597,108820599,0.5,0.718,7,10,0.00823802157855208,4
chr15,13982,108895556,108895558,0.558,0.374,15,42,0.00061616466842862,5
chr15,13983,108924632,108924634,0.067,0.357,11,18,0.0211389313031367,4
chr15,13985,109330174,109330176,0.326,0.645,20,31,0.376815194141001,5
chr15,13987,109371510,109371512,0.906,0.708,31,84,0.0213612894524834,9
chr15,13988,109393720,109393722,0.221,0.543,13,20,0.357284618738745,3
chr15,13991,109478157,109478159,0.635,0.862,11,22,0.0438842133073486,7
chr15,13992,109479800,109479802,0.547,0.792,17,25,0.0353152278143669,6
chr15,13993,109485649,109485651,0.534,0.759,20,32,0.0177829524748291,8
chr15,13996,109488648,109488650,0.608,0.815,5,6,0.00692574282089586,3
chr15,14000,109558524,109558526,0.672,0.91,17,49,0.000879051750591775,3
chr15,14001,109559281,109559283,0.684,0.893,6,8,0.00787258838038796,3
chr15,14003,109804761,109804763,0.883,0.672,6,11,0.000404238955115321,3
chr15,14006,110076486,110076488,0.61,0.818,6,6,0.00650036431806833,4
chr15,14009,110281002,110281004,0.608,0.836,13,28,0.00224307505698551,3
chr15,14010,110281969,110281971,0.624,0.831,22,29,0.00202203814953883,6
chr15,14014,110499191,110499193,0.611,0.82,7,9,0.0013738831489728,3
chr15,14021,110762595,110762597,0.629,0.871,4,8,0.00176072703566044,3
chr15,14023,110918704,110918706,0.857,0.638,9,28,0.00216517688743745,5
chr15,14026,111066084,111066086,0.605,0.806,16,28,0.0379488361487771,5
chr15,14028,111165473,111165475,0.855,0.507,9,20,0.0118634112064852,4
chr15,14030,111169884,111169886,0.606,0.89,19,41,0.00500344466900171,6
chr16,14041,754985,754987,0.635,0.4,19,25,0.104918811796497,3
chr16,14046,1465358,1465360,0.769,0.575,35,61,0.00640457695221286,10
chr16,14049,1564689,1564691,0.72,0.516,27,61,0.0433505162278314,12
chr16,14050,1565898,1565900,0.727,0.493,16,30,0.0371190058961138,6
chr16,14052,1632152,1632154,0.892,0.682,71,64,0.0559008115710606,13
chr16,14053,1670364,1670366,0.18,0.41,12,19,0.0635687651607752,6
chr16,14054,1773915,1773917,0.912,0.721,46,73,0.0240347338201972,17
chr16,14055,1978379,1978381,0.811,0.562,22,42,0.53609202803231,6
chr16,14058,2339663,2339665,0.234,0.572,26,28,0.343169668171389,7
chr16,14060,2497011,2497013,0.835,0.593,10,26,0.00123358980824628,5
chr16,14064,2616565,2616567,0.681,0.908,10,23,0.0128387448734664,3
chr16,14069,2658467,2658469,0.68,0.928,30,27,0.00245032988141225,6
chr16,14073,2669818,2669820,0.631,0.407,10,7,0.323029154855654,4
chr16,14074,2697726,2697728,0.362,0.633,8,18,0.0257917916794844,3
chr16,14075,2698182,2698184,0.534,0.753,10,10,0.0550037077873834,3
chr16,14077,2726776,2726778,0.849,0.573,24,31,0.013770762697735,8
chr16,14078,2744510,2744512,0.791,0.564,14,23,0.233893912747475,3
chr16,14079,2769673,2769675,0.838,0.632,25,62,0.00276611614430011,9
chr16,14080,2803962,2803964,0.855,0.671,11,19,0.0356591921753873,5
chr16,14081,2815747,2815749,0.632,0.431,32,89,0.017294493824305,13
chr16,14082,2834094,2834096,0.85,0.639,100,143,0.0307184787319473,21
chr16,14084,3050922,3050924,0.415,0.708,21,32,0.45023077660083,6
chr16,14085,3052559,3052561,0.523,0.784,6,14,0.362528145750262,4
chr16,14086,3464964,3464966,0.602,0.859,23,46,0.002269477194348,6
chr16,14087,3466045,3466047,0.476,0.758,34,64,0.0308715174118387,15
chr16,14088,3468834,3468836,0.735,0.51,16,21,0.0117965905018674,5
chr16,14089,3469553,3469555,0.765,0.568,20,25,0.011645555531408,6
chr16,14091,3494050,3494052,0.877,0.656,58,122,0.101213507105461,21
chr16,14092,3591458,3591460,0.594,0.796,40,86,0.0236192507563786,13
chr16,14094,3816624,3816626,0.704,0.959,11,14,0.0591320005425211,3
chr16,14095,3818220,3818222,0.218,0.553,9,19,0.320181062025279,4
chr16,14096,3880734,3880736,0.603,0.83,5,12,0.00412909580519694,4
chr16,14097,3881142,3881144,0.709,0.924,73,103,0.0386061162632143,13
chr16,14098,3992800,3992802,0.79,0.995,9,14,0.00320286752276955,4
chr16,14101,4018612,4018614,0.435,0.635,3,13,0.0129540535735213,3
chr16,14103,4204074,4204076,0.639,0.847,20,38,0.0461765367840349,8
chr16,14104,4209958,4209960,0.915,0.721,8,22,0.000342260601346123,3
chr16,14106,4425331,4425333,0.661,0.874,23,47,0.00870509819791543,7
chr16,14107,4425932,4425934,0.675,0.891,18,23,0.010716396890553,6
chr16,14108,4745230,4745232,0.669,0.871,14,19,7.67004883303057e-05,5
chr16,14109,4822613,4822615,0.407,0.61,11,19,0.000106834794801891,4
chr16,14110,4822952,4822954,0.384,0.61,9,31,0.000313480124026877,4
chr16,14111,4824410,4824412,0.459,0.685,18,33,0.036426934977898,6
chr16,14112,4830745,4830747,0.43,0.648,7,13,0.0514259541017031,3
chr16,14113,4831406,4831408,0.322,0.559,20,31,0.00769896480057958,7
chr16,14115,5242536,5242538,0.684,0.888,8,22,0.00141902089523771,4
chr16,14116,5243178,5243180,0.69,0.887,7,16,0.000306979828781251,4
chr16,14117,5272092,5272094,0.851,0.655,10,20,0.0234490167690753,8
chr16,14122,5864803,5864805,0.705,0.908,22,16,0.038730941830269,4
chr16,14123,6036468,6036470,0.129,0.369,10,15,0.159869266001332,4
chr16,14124,6049062,6049064,0.874,0.632,5,12,0.174245737058618,3
chr16,14127,6226145,6226147,0.557,0.783,23,90,0.118966306076382,12
chr16,14128,6391300,6391302,0.727,0.519,30,99,0.0444694457504429,11
chr16,14129,6403101,6403103,0.425,0.681,15,17,0.138198623007576,5
chr16,14131,6543431,6543433,0.815,0.551,4,19,0.153738653096793,4
chr16,14132,6683637,6683639,0.728,0.538,7,12,0.200777154441373,3
chr16,14136,6770427,6770429,0.673,0.91,11,15,0.000320972206665271,4
chr16,14137,6794225,6794227,0.988,0.795,22,30,0.000143800487953705,10
chr16,14139,7006747,7006749,0.753,0.533,72,98,0.0469790922690455,15
chr16,14141,7035720,7035722,0.203,0.443,29,32,0.424777343430651,7
chr16,14142,7102605,7102607,0.144,0.371,4,4,0.019947302804251,3
chr16,14143,7291101,7291103,0.5,0.726,17,42,0.440934725180303,7
chr16,14144,7302966,7302968,0.725,0.453,45,108,0.0240162542242984,17
chr16,14145,7352777,7352779,0.571,0.862,13,28,0.00576192856264524,11
chr16,14146,7404556,7404558,0.831,0.63,34,57,0.0228420633898925,9
chr16,14147,7410972,7410974,0.814,0.624,9,19,0.000495905021153265,3
chr16,14150,7519735,7519737,0.623,0.838,10,44,0.0379232604365293,6
chr16,14152,7655043,7655045,0.949,0.753,22,39,0.00277042402696626,8
chr16,14154,7665353,7665355,0.862,0.675,16,42,0.0126537886992202,6
chr16,14155,7768387,7768389,0.767,0.545,10,18,0.0108350824274555,4
chr16,14156,7774942,7774944,0.914,0.715,8,14,0.0133767802352185,5
chr16,14158,7849395,7849397,0.694,0.48,6,9,0.00409943049955891,3
chr16,14159,7850225,7850227,0.757,0.57,17,12,0.00270657857142753,3
chr16,14160,7903678,7903680,0.343,0.673,17,46,0.162887295581406,8
chr16,14161,7953791,7953793,0.347,0.609,7,13,0.159399261729955,3
chr16,14162,8007890,8007892,0.864,0.667,23,49,0.0387769950070433,13
chr16,14163,8117271,8117273,0.63,0.389,13,19,0.011206259616361,5
chr16,14167,8247897,8247899,0.531,0.338,8,18,0.0120610546350508,4
chr16,14168,8258835,8258837,0.584,0.849,94,199,0.124945015745379,26
chr16,14169,8308457,8308459,0.111,0.337,6,33,0.0557420309006249,4
chr16,14171,8417459,8417461,0.815,0.611,17,8,0.00323697291616798,3
chr16,14172,8417920,8417922,0.77,0.528,26,49,0.00718745890202543,8
chr16,14173,8452810,8452812,0.927,0.727,18,27,0.00166075176884561,5
chr16,14175,8680165,8680167,0.207,0.449,19,26,0.289146859067541,5
chr16,14176,8694329,8694331,0.434,0.663,30,50,0.00876507575397667,10
chr16,14178,8865247,8865249,0.892,0.701,11,19,0.00113962591432448,3
chr16,14179,9118567,9118569,0.694,0.485,39,47,0.0418236741244052,7
chr16,14181,9120016,9120018,0.632,0.425,39,55,0.0320980627575947,10
chr16,14182,9432650,9432652,0.818,0.613,35,41,0.0198206429294563,9
chr16,14184,9486118,9486120,0.438,0.729,18,56,0.189750896977975,6
chr16,14185,9487978,9487980,0.519,0.31,12,15,0.00648262501508845,3
chr16,14186,9488744,9488746,0.591,0.83,12,20,0.0443278171930881,6
chr16,14187,9489509,9489511,0.654,0.876,17,30,0.00735593255897837,5
chr16,14190,9679142,9679144,0.824,0.637,18,28,0.0238300783152645,8
chr16,14192,9893160,9893162,0.698,0.927,33,69,0.0827588888206019,12
chr16,14193,10247677,10247679,0.412,0.185,61,125,0.0870847254892508,17
chr16,14195,10585607,10585609,0.738,0.467,11,16,0.0372771844957739,6
chr16,14198,10817633,10817635,0.557,0.783,20,30,0.0274372894431486,10
chr16,14200,10828514,10828516,0.531,0.815,36,75,0.00293869942617508,11
chr16,14201,10829205,10829207,0.544,0.843,8,21,0.00505742047280899,3
chr16,14203,10831193,10831195,0.633,0.898,10,14,0.0015805258185525,3
chr16,14204,10832051,10832053,0.651,0.889,13,3,0.000173710559667639,3
chr16,14205,10832629,10832631,0.667,0.872,16,16,0.00237873626349328,3
chr16,14206,11016280,11016282,0.696,0.472,36,37,0.00326281853383514,7
chr16,14207,11126806,11126808,0.389,0.674,5,16,0.282464503773201,5
chr16,14212,11590165,11590167,0.745,0.554,14,23,0.0680871146888566,6
chr16,14220,12457850,12457852,0.977,0.787,18,26,9.11845873218242e-05,9
chr16,14230,13222418,13222420,0.657,0.867,17,17,0.0208100889520325,6
chr16,14232,13223570,13223572,0.547,0.791,36,57,0.0511032584254063,13
chr16,14235,13361591,13361593,0.611,0.408,38,46,0.0742158469496136,8
chr16,14236,13398285,13398287,0.653,0.868,14,17,0.00582893515894456,7
chr16,14242,14057394,14057396,0.673,0.87,10,15,3.01317165086745e-05,3
chr16,14243,14091973,14091975,0.779,0.567,27,52,0.00672855571894215,8
chr16,14245,14104786,14104788,0.895,0.677,24,49,0.0246924888267299,7
chr16,14246,14109463,14109465,0.668,0.881,18,30,0.045677945164929,8
chr16,14247,14118022,14118024,0.571,0.805,26,36,0.00225901017883257,7
chr16,14248,14119044,14119046,0.596,0.796,16,21,0.00176502494254394,4
chr16,14249,14209391,14209393,0.557,0.78,7,7,0.161643585885426,3
chr16,14256,14320342,14320344,0.387,0.585,38,38,0.0175228429541465,9
chr16,14259,14542830,14542832,0.624,0.836,7,13,0.00261027161212501,3
chr16,14260,14543720,14543722,0.611,0.815,18,13,0.000475251728177972,4
chr16,14264,16076159,16076161,0.877,0.683,10,15,0.00396927691457682,3
chr16,14271,16939913,16939915,0.714,0.933,18,38,0.00631784638155686,9
chr16,14274,16942033,16942035,0.739,0.943,8,10,0.0014423324554329,4
chr16,14276,17210328,17210330,0.958,0.776,5,13,0.00553670459921063,4
chr16,14277,17494675,17494677,0.377,0.171,10,10,0.198133159122083,4
chr16,14278,17549899,17549901,0.715,0.522,32,62,0.108515227205439,10
chr16,14279,17585789,17585791,0.879,0.692,12,11,0.00740191133216972,3
chr16,14280,17638820,17638822,0.467,0.666,11,16,0.116695805045354,5
chr16,14281,17645892,17645894,0.341,0.808,4,6,0.0444667149665979,3
chr16,14282,17668684,17668686,0.947,0.682,22,44,0.0256779722443542,8
chr16,14284,18116224,18116226,0.786,0.581,15,32,0.00237983698811106,3
chr16,14285,18229203,18229205,0.672,0.483,9,21,0.00299316558579665,3
chr16,14287,18649971,18649973,0.438,0.673,37,66,0.315487456447605,8
chr16,14289,18687647,18687649,0.64,0.872,6,12,0.000882496263167387,3
chr16,14291,18714683,18714685,0.644,0.839,64,102,0.0193799395995667,16
chr16,14293,18731303,18731305,0.881,0.641,6,26,0.00909942947167042,3
chr16,14294,18785242,18785244,0.585,0.785,16,28,0.0183080638602451,5
chr16,14295,18945788,18945790,0.241,0.46,17,23,0.0189109556048193,6
chr16,14300,18999424,18999426,0.499,0.149,8,9,0.0638859140031135,3
chr16,14302,19002643,19002645,0.98,0.663,7,8,0.0147290939908631,3
chr16,14303,19067409,19067411,0.545,0.308,34,27,0.520461180908418,7
chr16,14304,19220399,19220401,0.833,0.644,18,40,0.0384346682810924,4
chr16,14305,19400369,19400371,0.462,0.244,9,7,0.220401062627696,3
chr16,14306,19405134,19405136,0.86,0.655,20,47,0.0257229680281498,9
chr16,14307,19460192,19460194,0.511,0.761,100,172,0.0132781643680215,29
chr16,14311,19667768,19667770,0.899,0.627,9,14,0.0449952604962066,3
chr16,14313,19799866,19799868,0.83,0.563,26,82,0.260748273234364,7
chr16,14314,19856508,19856510,0.599,0.802,9,16,0.0569651437742842,3
chr16,14316,19874758,19874760,0.689,0.443,6,20,0.246901822738709,3
chr16,14318,19898251,19898253,0.89,0.662,8,23,0.0896277765302642,3
chr16,14319,19903230,19903232,0.498,0.287,15,18,0.0778430623929426,3
chr16,14321,19926674,19926676,0.331,0.564,26,36,0.0420817820520101,4
chr16,14325,20038873,20038875,0.472,0.258,8,12,0.134669460157362,4
chr16,14326,20089566,20089568,0.69,0.465,21,47,0.158914913024086,7
chr16,14327,20098315,20098317,0.328,0.606,23,27,0.0890185355508294,4
chr16,14329,20101367,20101369,0.464,0.694,25,36,0.0149804465584602,4
chr16,14332,20128286,20128288,0.869,0.667,12,28,0.0017537510040716,5
chr16,14333,20342745,20342747,0.816,0.61,19,34,0.00808914987648235,7
chr16,14336,20419043,20419045,0.895,0.617,55,101,0.0014077583091936,13
chr16,14337,20425862,20425864,0.468,0.254,27,46,0.326053314098278,7
chr16,14338,20438158,20438160,0.428,0.217,7,9,0.351126391461552,3
chr16,14340,20487979,20487981,0.543,0.275,26,33,0.228503421963629,8
chr16,14344,20512431,20512433,0.704,0.349,11,23,0.0859724620996816,4
chr16,14345,20651305,20651307,0.63,0.929,13,19,0.0786134011547719,3
chr16,14347,20668006,20668008,0.218,0.473,5,6,0.242725057352083,3
chr16,14349,20802777,20802779,0.929,0.539,21,28,0.310114843091158,7
chr16,14350,20824059,20824061,0.52,0.304,25,30,0.385240366142228,5
chr16,14351,20844598,20844600,0.434,0.666,21,54,0.274370849495264,4
chr16,14353,20963473,20963475,0.602,0.396,33,52,0.161311053903966,9
chr16,14354,20994767,20994769,0.634,0.413,16,23,0.296010489332867,4
chr16,14360,21132931,21132933,0.418,0.193,8,9,0.128585447408674,4
chr16,14363,21348164,21348166,0.248,0.498,15,32,0.156987585927011,4
chr16,14364,21379052,21379054,0.22,0.47,27,40,0.402364354564955,7
chr16,14365,21440230,21440232,0.767,0.543,18,32,0.175459003522209,6
chr16,14368,21522370,21522372,0.715,0.944,16,24,7.18340166691034e-05,5
chr16,14373,22307452,22307454,0.451,0.657,12,23,0.0181961806776432,4
chr16,14378,22395356,22395358,0.911,0.702,8,8,0.000731599572549424,3
chr16,14379,22557989,22557991,0.75,0.544,18,22,0.00680932979209792,6
chr16,14382,22648564,22648566,0.748,0.998,8,21,0.00688366713501709,4
chr16,14383,22696125,22696127,0.756,0.97,7,6,0.00372180604680095,3
chr16,14387,23078689,23078691,0.822,0.616,21,52,0.00748286526115627,10
chr16,14389,23154711,23154713,0.4,0.651,12,21,0.123707939140783,4
chr16,14397,23778613,23778615,0.8,0.603,9,14,0.000368218686234267,4
chr16,14399,23958441,23958443,0.641,0.458,9,6,0.00605429299306937,3
chr16,14401,24449788,24449790,0.691,0.888,8,22,0.00522856955752005,6
chr16,14402,24531055,24531057,0.971,0.782,12,21,0.00452797141368511,3
chr16,14404,24796111,24796113,0.49,0.716,59,68,0.210321680115701,11
chr16,14412,26279437,26279439,0.823,0.624,6,7,0.000187132720317784,4
chr16,14415,26577082,26577084,0.308,0.518,10,15,0.0106841281493971,4
chr16,14416,26584648,26584650,0.934,0.736,7,7,0.00317745511985834,4
chr16,14418,26738327,26738329,0.147,0.601,18,30,0.214206218668414,6
chr16,14419,26753686,26753688,0.829,0.646,18,45,0.0293499656656234,13
chr16,14420,26803761,26803763,0.626,0.86,67,118,0.121767829671518,27
chr16,14421,26813741,26813743,0.632,0.844,13,24,0.0183506322983218,8
chr16,14425,26917447,26917449,0.519,0.865,33,55,0.101614347750886,15
chr16,14426,27118104,27118106,0.857,0.646,7,12,0.008344215836257,3
chr16,14428,27169970,27169972,0.941,0.682,19,38,0.00614553198128553,10
chr16,14432,27327405,27327407,0.933,0.722,13,16,0.0125718616564046,6
chr16,14433,27328244,27328246,0.95,0.74,8,10,0.00310231683099893,4
chr16,14435,27521569,27521571,0.903,0.719,16,21,4.82386653033462e-06,4
chr16,14436,27522366,27522368,0.901,0.716,6,6,0.00018083162317184,3
chr16,14437,27639008,27639010,0.851,0.66,14,24,0.0211668671479346,6
chr16,14440,28153907,28153909,0.673,0.891,17,31,0.0106358153812619,6
chr16,14446,28719919,28719921,0.834,0.638,9,10,0.0140887243187617,5
chr16,14449,29083422,29083424,0.664,0.884,8,5,0.00327721306834727,3
chr16,14454,29126076,29126078,0.761,0.958,6,22,0.000859373680721531,3
chr16,14455,29651324,29651326,0.961,0.764,24,37,0.00283820609430141,9
chr16,14461,31088065,31088067,0.927,0.658,5,13,0.00237833783000418,3
chr16,14462,31316430,31316432,0.464,0.857,20,42,0.207909041670871,10
chr16,14463,31377715,31377717,0.622,0.88,18,9,0.000295925635538041,4
chr16,14468,31616777,31616779,0.909,0.711,13,18,0.00276129745339693,4
chr16,14469,31688440,31688442,0.167,0.48,20,18,0.0948720048758311,6
chr16,14471,31931569,31931571,0.521,0.729,19,21,0.00868560032307264,6
chr16,14472,32096755,32096757,0.857,0.641,15,26,0.018226614612801,8
