#rn6.ensGene.name	rn6.ensGene.chrom	rn6.ensGene.strand	rn6.ensGene.txStart	rn6.ensGene.txEnd	rn6.ensGene.name2	rn6.ensemblToGeneName.value
ENSRNOT00000086249.1	chr3	+	76917716	76918646	ENSRNOG00000059418.1	Olr640
ENSRNOT00000049517.3	chr3	-	76925242	76926151	ENSRNOG00000030406.3	Olr641
ENSRNOT00000085615.1	chr3	+	76976035	76976969	ENSRNOG00000052106.1	AC105624.1
ENSRNOT00000074443.2	chr3	+	77018185	77019106	ENSRNOG00000049365.2	Olr646
ENSRNOT00000089424.1	chr3	+	77047465	77048401	ENSRNOG00000059965.1	Olr648
ENSRNOT00000078540.1	chr3	+	77072409	77073345	ENSRNOG00000054715.1	Olr649
ENSRNOT00000051966.1	chr3	-	77094708	77095635	ENSRNOG00000050952.1	Olr650
ENSRNOT00000048750.1	chr3	-	77109904	77110831	ENSRNOG00000047268.1	Olr651
ENSRNOT00000007996.3	chr3	-	77126260	77127190	ENSRNOG00000049836.1	Olr658
ENSRNOT00000082255.1	chr3	+	77152424	77197011	ENSRNOG00000057654.1	Olr655
ENSRNOT00000092045.1	chr3	+	77152424	77153465	ENSRNOG00000057654.1	Olr655
ENSRNOT00000042667.2	chr3	-	77169155	77170085	ENSRNOG00000047650.1	Olr654
ENSRNOT00000079765.1	chr3	-	77198559	77198664	ENSRNOG00000059436.1	U6
ENSRNOT00000072638.1	chr3	-	77226109	77227036	ENSRNOG00000049864.1	LOC686900
ENSRNOT00000049527.1	chr3	+	77261333	77262263	ENSRNOG00000048609.1	LOC100910893
ENSRNOT00000040581.1	chr3	+	77289804	77290746	ENSRNOG00000049429.1	Olr636
ENSRNOT00000044856.4	chr3	+	77309226	77310156	ENSRNOG00000047515.1	Olr621
ENSRNOT00000041690.2	chr3	+	77337697	77338639	ENSRNOG00000050271.1	LOC100910858
ENSRNOT00000090742.1	chr3	-	77364960	77365887	ENSRNOG00000058174.1	LOC103691843
ENSRNOT00000043928.1	chr3	-	77388588	77389521	ENSRNOG00000045624.1	Olr657
ENSRNOT00000043801.2	chr3	-	77401649	77402579	ENSRNOG00000046684.1	Olr652
ENSRNOT00000047910.1	chr3	+	77414998	77415928	ENSRNOG00000048520.1	Olr659
ENSRNOT00000042848.1	chr3	+	77431388	77432312	ENSRNOG00000034028.1	Olr660
ENSRNOT00000008077.2	chr3	-	77482395	77483322	ENSRNOG00000046340.1	Olr661
ENSRNOT00000047726.3	chr3	-	77493175	77494108	ENSRNOG00000048178.1	Olr662
ENSRNOT00000049513.3	chr3	-	77524582	77525518	ENSRNOG00000047879.1	Olr663
ENSRNOT00000046926.1	chr3	+	77584989	77585925	ENSRNOG00000047937.1	Olr664
ENSRNOT00000090062.1	chr3	-	77605026	77605962	ENSRNOG00000051939.1	Olr665
ENSRNOT00000044273.1	chr3	-	77617582	77618518	ENSRNOG00000049947.1	Olr666
ENSRNOT00000080807.1	chr3	-	77660927	77661863	ENSRNOG00000055117.1	Olr668
ENSRNOT00000084989.1	chr3	-	77676413	77677349	ENSRNOG00000053394.1	Olr669
ENSRNOT00000050849.1	chr3	-	77695358	77696294	ENSRNOG00000046773.1	Olr670
ENSRNOT00000087015.1	chr3	-	77709150	77710180	ENSRNOG00000053731.1	Olr671
ENSRNOT00000071319.2	chr3	-	77791277	77800137	ENSRNOG00000046674.2	AABR07052831.1
ENSRNOT00000071385.1	chr3	-	77825570	77826506	ENSRNOG00000049711.1	LOC100912370
ENSRNOT00000087979.1	chr3	-	77882134	77883067	ENSRNOG00000051514.1	Olr677
ENSRNOT00000080803.1	chr3	-	77892711	77893647	ENSRNOG00000056750.1	Olr678
ENSRNOT00000084947.1	chr3	-	77910625	77911561	ENSRNOG00000057763.1	Olr679
ENSRNOT00000064006.3	chr3	+	77921704	77922514	ENSRNOG00000043149.3	AC132028.1
ENSRNOT00000080527.1	chr3	-	77927292	77928228	ENSRNOG00000058748.1	Olr681
ENSRNOT00000089105.1	chr3	-	77961062	77961992	ENSRNOG00000057419.1	AC132028.2
ENSRNOT00000042021.1	chr3	+	77984969	77985887	ENSRNOG00000030991.1	Olr684
ENSRNOT00000042640.1	chr3	+	78009497	78010433	ENSRNOG00000045702.1	Olr686
ENSRNOT00000089048.1	chr3	-	78015973	78016906	ENSRNOG00000054133.1	Olr687
ENSRNOT00000078664.1	chr3	-	78044443	78045379	ENSRNOG00000058318.1	Olr689
ENSRNOT00000073165.1	chr3	-	78065187	78066123	ENSRNOG00000047252.1	Olr690
ENSRNOT00000047425.1	chr3	+	78086942	78087893	ENSRNOG00000048259.1	Olr691
ENSRNOT00000008384.2	chr3	-	78105412	78106330	ENSRNOG00000006408.2	Olr693
ENSRNOT00000008396.3	chr3	-	78111843	78112770	ENSRNOG00000006415.3	Olr694
ENSRNOT00000079940.1	chr3	-	78134017	78134947	ENSRNOG00000058957.1	AC095959.1
ENSRNOT00000087272.1	chr3	-	78153768	78154704	ENSRNOG00000061898.1	AC095959.2
ENSRNOT00000008419.4	chr3	-	78192560	78193481	ENSRNOG00000006433.4	Olr696
ENSRNOT00000046271.3	chr3	-	78215414	78216338	ENSRNOG00000029675.3	Olr697
ENSRNOT00000008435.5	chr3	-	78234646	78235760	ENSRNOG00000006445.5	Olr698
ENSRNOT00000085004.1	chr3	-	78262929	78263882	ENSRNOG00000055818.1	AABR07072894.1
ENSRNOT00000008475.4	chr3	-	78270957	78271875	ENSRNOG00000050455.2	LOC687104
ENSRNOT00000042026.1	chr3	-	78278332	78279274	ENSRNOG00000031645.1	LOC687110
ENSRNOT00000047996.1	chr3	-	78322668	78323604	ENSRNOG00000050826.1	Olr695
ENSRNOT00000041870.1	chr3	-	78339843	78340788	ENSRNOG00000046126.1	Olr713
ENSRNOT00000051799.1	chr3	-	78361166	78362120	ENSRNOG00000049728.1	Olr714
ENSRNOT00000041001.1	chr3	-	78408339	78409263	ENSRNOG00000031282.1	Olr704
ENSRNOT00000042658.1	chr3	-	78428662	78429583	ENSRNOG00000034169.1	Olr705
ENSRNOT00000066294.2	chr3	-	78493142	78494067	ENSRNOG00000059153.1	AABR07052844.2
ENSRNOT00000045225.3	chr3	-	78508369	78509291	ENSRNOG00000051607.1	AABR07052844.1
ENSRNOT00000082898.1	chr3	-	78525077	78526022	ENSRNOG00000055123.1	Olr709
ENSRNOT00000081552.1	chr3	-	78544079	78545135	ENSRNOG00000059642.1	Olr710
ENSRNOT00000089672.1	chr3	-	78554585	78555530	ENSRNOG00000057839.1	Olr711
ENSRNOT00000044992.3	chr3	-	78570761	78571715	ENSRNOG00000058008.1	Olr712
ENSRNOT00000084255.1	chr3	-	78594854	78595778	ENSRNOG00000057668.1	Olr715
ENSRNOT00000074631.2	chr3	-	78620114	78621307	ENSRNOG00000046907.2	Olr716
ENSRNOT00000048787.4	chr3	-	78639310	78640261	ENSRNOG00000046433.3	Olr717
ENSRNOT00000073134.2	chr3	-	78662662	78663607	ENSRNOG00000060711.1	Olr718
ENSRNOT00000008636.3	chr3	+	78696874	78697779	ENSRNOG00000028442.3	AC105628.1
ENSRNOT00000008676.2	chr3	-	78716471	78717401	ENSRNOG00000006637.2	Olr720
ENSRNOT00000008690.3	chr3	-	78725038	78725950	ENSRNOG00000006654.3	Olr721
ENSRNOT00000008715.3	chr3	+	78748000	78748930	ENSRNOG00000006669.3	Olr722
ENSRNOT00000008750.3	chr3	-	78789770	78790691	ENSRNOG00000006706.3	Olr724
ENSRNOT00000008762.2	chr3	+	78835928	78836861	ENSRNOG00000006716.2	Olr725
ENSRNOT00000043370.4	chr3	+	78852653	78853615	ENSRNOG00000047981.2	Olr727
ENSRNOT00000048921.3	chr3	+	78862093	78863023	ENSRNOG00000060319.1	Olr727
ENSRNOT00000049936.2	chr3	+	78876608	78877685	ENSRNOG00000051785.1	Olr728
ENSRNOT00000008864.2	chr3	-	78885169	78886096	ENSRNOG00000006771.2	Olr729
ENSRNOT00000067216.2	chr3	+	78934477	78935291	ENSRNOG00000043148.2	AC125991.1
ENSRNOT00000008924.4	chr3	-	78941626	78942535	ENSRNOG00000006819.4	Olr731
ENSRNOT00000087245.1	chr3	-	78973701	78974631	ENSRNOG00000056633.1	Olr733
ENSRNOT00000092205.1	chr3	-	78982729	78983659	ENSRNOG00000052402.1	AC125991.2
ENSRNOT00000089680.1	chr3	-	79009433	79010363	ENSRNOG00000054245.1	Olr735
ENSRNOT00000080981.1	chr3	-	79017557	79018487	ENSRNOG00000052729.1	Olr736
ENSRNOT00000088256.1	chr3	-	79050176	79051103	ENSRNOG00000052463.1	Olr737
ENSRNOT00000086754.1	chr3	+	79062719	79062826	ENSRNOG00000061245.1	U6
ENSRNOT00000084116.1	chr3	-	79089718	79090636	ENSRNOG00000051973.1	AABR07052846.1
ENSRNOT00000087141.1	chr3	-	79120693	79121620	ENSRNOG00000053815.1	Olr741
ENSRNOT00000085154.1	chr3	-	79132751	79133669	ENSRNOG00000052629.1	Olr742
ENSRNOT00000077487.1	chr3	-	79151213	79152139	ENSRNOG00000061249.1	AABR07052848.1
ENSRNOT00000032617.1	chr3	-	79164774	79165698	ENSRNOG00000028267.1	Olr744
ENSRNOT00000050785.1	chr3	+	79187054	79187984	ENSRNOG00000048155.1	LOC100910274
ENSRNOT00000049832.5	chr3	-	79237105	79282493	ENSRNOG00000034025.5	Ptprj
ENSRNOT00000030750.6	chr3	+	79498178	79551128	ENSRNOG00000028215.6	Nup160
ENSRNOT00000085551.1	chr3	+	79566382	79566527	ENSRNOG00000052197.1	SNORA44
ENSRNOT00000078278.1	chr3	+	79570624	79609257	ENSRNOG00000007241.6	Fnbp4
ENSRNOT00000009687.6	chr3	+	79570659	79610454	ENSRNOG00000007241.6	Fnbp4
ENSRNOT00000011467.7	chr3	+	79613170	79646698	ENSRNOG00000008467.8	Agbl2
ENSRNOT00000012110.6	chr3	+	79713566	79718025	ENSRNOG00000009140.6	C1qtnf4
ENSRNOT00000012425.6	chr3	-	79721693	79728879	ENSRNOG00000009155.6	Ndufs3
ENSRNOT00000068124.2	chr3	+	79728795	79735838	ENSRNOG00000009397.7	Kbtbd4
ENSRNOT00000084833.1	chr3	+	79729738	79734313	ENSRNOG00000009397.7	Kbtbd4
ENSRNOT00000013584.5	chr3	-	79734960	79743737	ENSRNOG00000009723.5	Ptpmt1
ENSRNOT00000014484.7	chr3	+	79823944	79842082	ENSRNOG00000010379.7	Celf1
ENSRNOT00000081160.1	chr3	+	79860178	79869524	ENSRNOG00000011208.7	Rapsn
ENSRNOT00000068444.1	chr3	+	79860206	79869486	ENSRNOG00000011208.7	Rapsn
ENSRNOT00000015757.3	chr3	+	79876937	79882319	ENSRNOG00000011414.5	Psmc3
ENSRNOT00000016191.5	chr3	-	79884523	79892429	ENSRNOG00000011981.6	Slc39a13
ENSRNOT00000016306.6	chr3	+	79918968	79938301	ENSRNOG00000012172.6	Spi1
ENSRNOT00000017360.6	chr3	-	79960300	80003032	ENSRNOG00000012568.7	Madd
ENSRNOT00000079394.1	chr3	-	79960358	80000091	ENSRNOG00000012568.7	Madd
ENSRNOT00000018154.5	chr3	-	80004129	80012750	ENSRNOG00000013172.6	Nr1h3
ENSRNOT00000091926.1	chr3	+	80018734	80018840	ENSRNOG00000058385.1	U6
ENSRNOT00000018620.4	chr3	+	80021439	80030363	ENSRNOG00000013594.6	Acp2
ENSRNOT00000018998.8	chr3	-	80030436	80052953	ENSRNOG00000014071.8	Ddb2
ENSRNOT00000057176.4	chr3	+	80072488	80081033	ENSRNOG00000014204.7	Pacsin3
ENSRNOT00000080266.1	chr3	+	80075990	80081047	ENSRNOG00000014204.7	Pacsin3
ENSRNOT00000021353.4	chr3	+	80362857	80416679	ENSRNOG00000015285.6	Lrp4
ENSRNOT00000086242.1	chr3	+	80362864	80412815	ENSRNOG00000015285.6	Lrp4
ENSRNOT00000086512.1	chr3	+	80506670	80506780	ENSRNOG00000052617.1	SNORD67
ENSRNOT00000022233.5	chr3	-	80529427	80543031	ENSRNOG00000016325.5	F2
ENSRNOT00000067318.3	chr3	+	80555195	80576856	ENSRNOG00000016610.7	Arhgap1
ENSRNOT00000079118.1	chr3	+	80556667	80575657	ENSRNOG00000016610.7	Arhgap1
ENSRNOT00000022841.7	chr3	-	80581246	80601410	ENSRNOG00000016984.8	Atg13
ENSRNOT00000065462.2	chr3	+	80614936	80624205	ENSRNOG00000043204.3	Harbi1
ENSRNOT00000084809.1	chr3	+	80676819	80732084	ENSRNOG00000017422.7	Ambra1
ENSRNOT00000023583.5	chr3	+	80833271	80841006	ENSRNOG00000017556.5	Chrm4
ENSRNOT00000033978.3	chr3	-	80841004	80842916	ENSRNOG00000017560.5	Mdk
ENSRNOT00000087869.1	chr3	-	80855404	80855466	ENSRNOG00000054411.1	AABR07072897.1
ENSRNOT00000090147.1	chr3	-	80885681	80885944	ENSRNOG00000054126.1	AC135645.1
ENSRNOT00000007771.3	chr3	-	80892434	80933283	ENSRNOG00000005413.5	Creb3l1
ENSRNOT00000079233.1	chr3	+	80965782	80968447	ENSRNOG00000059886.1	AC135645.2
ENSRNOT00000068922.1	chr3	+	81106491	81106589	ENSRNOG00000043655.1	AABR07052890.1
ENSRNOT00000088609.1	chr3	-	81148581	81148714	ENSRNOG00000053436.1	SNORA21
ENSRNOT00000051258.3	chr3	-	81276027	81282157	ENSRNOG00000006353.5	Gyltl1b
ENSRNOT00000008986.7	chr3	+	81283136	81292569	ENSRNOG00000006539.7	Pex16
ENSRNOT00000086217.1	chr3	+	81283280	81292445	ENSRNOG00000006539.7	Pex16
ENSRNOT00000086530.1	chr3	+	81287241	81292573	ENSRNOG00000006539.7	Pex16
ENSRNOT00000009068.5	chr3	+	81294274	81295027	ENSRNOG00000006884.6	RGD1563263
ENSRNOT00000079746.1	chr3	-	81295023	81304181	ENSRNOG00000058478.1	Mapk8ip1
ENSRNOT00000091245.1	chr3	-	81298679	81298736	ENSRNOG00000058345.1	AC129036.1
ENSRNOT00000010142.4	chr3	-	81314148	81344110	ENSRNOG00000007478.4	Cry2
ENSRNOT00000087884.1	chr3	-	81361055	81368442	ENSRNOG00000007732.7	Slc35c1
ENSRNOT00000067509.1	chr3	-	81361094	81367630	ENSRNOG00000007732.7	Slc35c1
ENSRNOT00000078511.1	chr3	+	81490383	81490457	ENSRNOG00000058159.1	AABR07052892.1
ENSRNOT00000010510.5	chr3	+	81498021	81512807	ENSRNOG00000007989.5	Chst1
ENSRNOT00000081781.1	chr3	-	81753616	81754139	ENSRNOG00000060152.1	AABR07052894.1
ENSRNOT00000011459.3	chr3	+	81814260	81854605	ENSRNOG00000008000.3	Syt13
ENSRNOT00000066526.3	chr3	-	81867437	81911197	ENSRNOG00000008674.6	Prdm11
ENSRNOT00000057007.3	chr3	-	81883704	81886545	ENSRNOG00000047740.1	LOC102547078
ENSRNOT00000057001.3	chr3	+	82081905	82097056	ENSRNOG00000008738.6	Tp53i11
ENSRNOT00000063432.1	chr3	-	82292134	82292270	ENSRNOG00000041679.1	5S_rRNA
ENSRNOT00000000052.4	chr3	-	82324353	82368357	ENSRNOG00000000047.4	Cd82
ENSRNOT00000082492.1	chr3	+	82374419	82374587	ENSRNOG00000053165.1	AABR07052895.2
ENSRNOT00000063387.2	chr3	+	82624882	82624980	ENSRNOG00000049754.1	AABR07052895.1
ENSRNOT00000044121.5	chr3	-	82742830	82756953	ENSRNOG00000009199.8	Accs
ENSRNOT00000012214.7	chr3	-	82743154	82757204	ENSRNOG00000009199.8	Accs
ENSRNOT00000068585.1	chr3	-	82762861	82777814	ENSRNOG00000042533.1	Accsl
ENSRNOT00000088555.1	chr3	-	82854776	82856171	ENSRNOG00000055564.1	RGD1564664
ENSRNOT00000030784.5	chr3	-	82874247	82906581	ENSRNOG00000021678.5	Alkbh3
ENSRNOT00000051579.1	chr3	+	82970883	82971513	ENSRNOG00000032900.1	AC140988.1
ENSRNOT00000092216.1	chr3	-	83111152	83134363	ENSRNOG00000060635.1	AABR07052897.3
ENSRNOT00000053665.1	chr3	-	83137296	83137393	ENSRNOG00000035542.1	Mir129-2
ENSRNOT00000083244.1	chr3	-	83146155	83149158	ENSRNOG00000056421.1	AABR07052897.2
ENSRNOT00000074577.1	chr3	-	83158215	83158313	ENSRNOG00000047747.1	AABR07052897.1
ENSRNOT00000013914.4	chr3	-	83310883	83335960	ENSRNOG00000009689.4	Api5
ENSRNOT00000088636.1	chr3	+	83540142	83540274	ENSRNOG00000059484.1	SNORA17
ENSRNOT00000079321.1	chr3	+	83589388	83589520	ENSRNOG00000055539.1	SNORA17
ENSRNOT00000077474.1	chr3	-	83631557	83631694	ENSRNOG00000060026.1	SNORA64
ENSRNOT00000078869.1	chr3	+	84364580	84371030	ENSRNOG00000054354.1	AABR07052923.1
ENSRNOT00000089802.1	chr3	+	84387583	84387686	ENSRNOG00000056211.1	U6
ENSRNOT00000081064.1	chr3	-	84525880	84527113	ENSRNOG00000057412.1	AABR07052926.1
ENSRNOT00000051901.4	chr3	+	85544826	85545309	ENSRNOG00000045620.1	RGD1566326
ENSRNOT00000080214.1	chr3	-	86024924	86025015	ENSRNOG00000054476.1	SNORA42
ENSRNOT00000086107.1	chr3	+	88742365	88742490	ENSRNOG00000060254.1	U4
ENSRNOT00000005784.7	chr3	-	89745237	89745705	ENSRNOG00000004381.7	AABR07053065.1
ENSRNOT00000040741.1	chr3	-	90720920	90751055	ENSRNOG00000032177.1	LOC499843
ENSRNOT00000082072.1	chr3	-	90965616	90974880	ENSRNOG00000059850.1	AABR07053091.1
ENSRNOT00000006097.5	chr3	+	91191836	91200134	ENSRNOG00000004623.5	Rag2
ENSRNOT00000006115.5	chr3	-	91206393	91217491	ENSRNOG00000004630.5	Rag1
ENSRNOT00000006148.5	chr3	+	91252828	91271607	ENSRNOG00000004639.5	Traf6
ENSRNOT00000081984.1	chr3	+	91463659	91478097	ENSRNOG00000004755.5	Commd9
ENSRNOT00000006628.4	chr3	+	91463662	91478095	ENSRNOG00000004755.5	Commd9
ENSRNOT00000040249.1	chr3	+	91870207	91870690	ENSRNOG00000049848.1	LOC691195
ENSRNOT00000084353.1	chr3	+	92095113	92140979	ENSRNOG00000058450.1	AABR07053118.1
ENSRNOT00000007018.7	chr3	-	92183555	92242318	ENSRNOG00000005191.7	Trim44
ENSRNOT00000007077.5	chr3	-	92288817	92290919	ENSRNOG00000005347.5	Fjx1
ENSRNOT00000007604.6	chr3	+	92640751	92665644	ENSRNOG00000005479.7	Slc1a2
ENSRNOT00000009000.7	chr3	-	92696312	92783658	ENSRNOG00000006094.8	Cd44
ENSRNOT00000009073.7	chr3	-	92697570	92783569	ENSRNOG00000006094.8	Cd44
ENSRNOT00000008760.7	chr3	-	92697832	92749121	ENSRNOG00000006094.8	Cd44
ENSRNOT00000009797.6	chr3	+	92969140	92995483	ENSRNOG00000007446.6	Apip
ENSRNOT00000086826.1	chr3	-	93005597	93005704	ENSRNOG00000061558.1	U6
ENSRNOT00000011035.5	chr3	+	93351618	93371656	ENSRNOG00000008282.5	Elf5
ENSRNOT00000011230.5	chr3	-	93379873	93412058	ENSRNOG00000008364.6	Cat
ENSRNOT00000084743.1	chr3	+	93435739	93437204	ENSRNOG00000052209.1	AABR07053134.1
ENSRNOT00000091164.1	chr3	+	93648342	93648657	ENSRNOG00000060735.1	AABR07053136.1
ENSRNOT00000012094.5	chr3	-	93658116	93698121	ENSRNOG00000008663.6	Nat10
ENSRNOT00000044143.3	chr3	-	93658118	93698136	ENSRNOG00000008663.6	Nat10
ENSRNOT00000086745.1	chr3	-	93658656	93693690	ENSRNOG00000008663.6	Nat10
ENSRNOT00000090365.1	chr3	+	93909155	93931871	ENSRNOG00000009401.7	Lmo2
ENSRNOT00000083527.1	chr3	+	93920012	93931871	ENSRNOG00000009401.7	Lmo2
ENSRNOT00000012625.6	chr3	+	93920446	93931871	ENSRNOG00000009401.7	Lmo2
ENSRNOT00000079660.1	chr3	+	93979923	93980062	ENSRNOG00000056350.1	SCARNA21
ENSRNOT00000067085.3	chr3	+	94010474	94028621	ENSRNOG00000042821.3	Cd59
ENSRNOT00000014767.5	chr3	+	94035904	94037887	ENSRNOG00000010963.5	RGD1563222
ENSRNOT00000063579.1	chr3	-	94352176	94352256	ENSRNOG00000041826.1	AABR07053152.1
ENSRNOT00000080004.1	chr3	+	94485103	94493956	ENSRNOG00000058907.1	AABR07053159.1
ENSRNOT00000092070.1	chr3	+	94518639	94518769	ENSRNOG00000061517.1	SNORA17
ENSRNOT00000067860.3	chr3	+	94530585	94548554	ENSRNOG00000012089.7	Cstf3
ENSRNOT00000016318.7	chr3	+	94549179	94607588	ENSRNOG00000012089.7	Cstf3
ENSRNOT00000076762.1	chr3	+	94585872	94592142	ENSRNOG00000012089.7	Cstf3
ENSRNOT00000076438.1	chr3	+	94596196	94603378	ENSRNOG00000012089.7	Cstf3
ENSRNOT00000016677.5	chr3	-	94665716	94686989	ENSRNOG00000012262.5	Depdc7
ENSRNOT00000038464.4	chr3	-	94784007	94808861	ENSRNOG00000022710.4	Prrg4
ENSRNOT00000049695.4	chr3	-	94832875	94833406	ENSRNOG00000029262.4	RGD1560017
ENSRNOT00000088395.1	chr3	-	94987644	94987897	ENSRNOG00000058767.1	AABR07053169.1
ENSRNOT00000017409.7	chr3	-	94990067	95007712	ENSRNOG00000012738.7	Eif3m
ENSRNOT00000089375.1	chr3	+	95133261	95133321	ENSRNOG00000054235.1	AABR07053172.1
ENSRNOT00000018074.6	chr3	-	95406283	95418679	ENSRNOG00000013452.6	Rcn1
ENSRNOT00000079990.1	chr3	+	95614561	95620081	ENSRNOG00000054519.1	AABR07053179.1
ENSRNOT00000005882.5	chr3	+	95707385	95728382	ENSRNOG00000004410.8	Pax6
ENSRNOT00000006302.7	chr3	+	95711554	95728624	ENSRNOG00000004410.8	Pax6
ENSRNOT00000089525.1	chr3	+	95715192	95727664	ENSRNOG00000004410.8	Pax6
ENSRNOT00000090423.1	chr3	+	95731040	95731232	ENSRNOG00000058655.1	AABR07053180.1
ENSRNOT00000041291.3	chr3	+	95939259	95939592	ENSRNOG00000031694.3	AABR07053188.1
ENSRNOT00000006406.6	chr3	+	95959702	96024836	ENSRNOG00000004829.6	Immp1l
ENSRNOT00000085457.1	chr3	+	95997398	95997589	ENSRNOG00000056195.1	U2
ENSRNOT00000006431.7	chr3	-	96025395	96065711	ENSRNOG00000004842.7	Dnajc24
ENSRNOT00000069682.1	chr3	+	96060090	96060208	ENSRNOG00000044415.1	5S_rRNA
ENSRNOT00000087858.1	chr3	+	96097208	96129387	ENSRNOG00000054398.1	AABR07053198.1
ENSRNOT00000071530.2	chr3	+	96552061	96552715	ENSRNOG00000049619.2	Ssty1
ENSRNOT00000083083.1	chr3	-	97133028	97134360	ENSRNOG00000059974.1	AABR07053283.1
ENSRNOT00000082187.1	chr3	+	97221344	97223644	ENSRNOG00000053538.1	AABR07053293.1
ENSRNOT00000006481.4	chr3	-	97983685	97993684	ENSRNOG00000004891.4	Arl14ep
ENSRNOT00000006512.5	chr3	-	98088323	98092131	ENSRNOG00000004898.5	Fshb
ENSRNOT00000077831.1	chr3	-	98121790	98122068	ENSRNOG00000053257.1	RNaseP_nuc
ENSRNOT00000006524.5	chr3	+	98297553	98300680	ENSRNOG00000004918.5	Kcna4
ENSRNOT00000080007.1	chr3	+	98560426	98560556	ENSRNOG00000061689.1	SNORA17
ENSRNOT00000042764.2	chr3	+	98695502	98695748	ENSRNOG00000050529.1	AABR07053304.1
ENSRNOT00000078450.1	chr3	-	98881917	98882044	ENSRNOG00000051919.1	SNORA17
ENSRNOT00000077669.1	chr3	-	99131007	99131138	ENSRNOG00000056775.1	SNORA17
ENSRNOT00000073258.2	chr3	+	101010898	101018433	ENSRNOG00000045698.2	Lin7c
ENSRNOT00000079637.1	chr3	-	101047206	101047341	ENSRNOG00000053696.1	AC135294.1
ENSRNOT00000006203.3	chr3	-	101545207	101547478	ENSRNOG00000004699.3	Fibin
ENSRNOT00000046937.4	chr3	+	101791336	101833044	ENSRNOG00000028008.6	Slc5a12
ENSRNOT00000079600.1	chr3	+	101899067	101912919	ENSRNOG00000004703.6	Muc15
ENSRNOT00000006256.5	chr3	+	101899125	101911247	ENSRNOG00000004703.6	Muc15
ENSRNOT00000006507.5	chr3	-	102415955	102430151	ENSRNOG00000004809.6	RGD1309783
ENSRNOT00000047270.1	chr3	-	102431540	102432479	ENSRNOG00000046816.1	Olr747
ENSRNOT00000051827.1	chr3	+	102456937	102457876	ENSRNOG00000045847.1	LOC691368
ENSRNOT00000051083.1	chr3	+	102471248	102472187	ENSRNOG00000049966.1	Olr749
ENSRNOT00000006522.4	chr3	-	102483605	102484517	ENSRNOG00000004920.4	Olr750
ENSRNOT00000074883.1	chr3	+	102510338	102511277	ENSRNOG00000048301.1	LOC691368
ENSRNOT00000040444.2	chr3	+	102529183	102530116	ENSRNOG00000029895.2	Olr752
ENSRNOT00000043765.3	chr3	+	102553316	102554234	ENSRNOG00000046847.1	Olr753
ENSRNOT00000047138.1	chr3	+	102579445	102580363	ENSRNOG00000050411.1	LOC100365622
ENSRNOT00000091642.1	chr3	-	102588345	102589260	ENSRNOG00000054410.1	AC121203.1
ENSRNOT00000040285.1	chr3	+	102619671	102620589	ENSRNOG00000048607.1	Olr756
ENSRNOT00000041799.1	chr3	+	102630018	102630954	ENSRNOG00000032386.1	Olr757
ENSRNOT00000006545.3	chr3	+	102658572	102659511	ENSRNOG00000004938.3	Olr758
ENSRNOT00000041791.5	chr3	+	102664390	102665287	ENSRNOG00000047700.2	RGD1561276
ENSRNOT00000030909.2	chr3	-	102671355	102672294	ENSRNOG00000027004.2	Olr760
ENSRNOT00000046220.5	chr3	+	102683147	102684276	ENSRNOG00000042991.3	Olr763
ENSRNOT00000089603.1	chr3	+	102703486	102704404	ENSRNOG00000055449.1	AC121203.2
ENSRNOT00000040298.4	chr3	+	102723401	102724337	ENSRNOG00000046942.1	Olr765
ENSRNOT00000043664.1	chr3	-	102740879	102741818	ENSRNOG00000050138.1	Olr766
ENSRNOT00000047051.1	chr3	-	102772862	102773801	ENSRNOG00000045977.1	Olr767
ENSRNOT00000050334.1	chr3	-	102801399	102802338	ENSRNOG00000047849.1	Olr768
ENSRNOT00000073423.1	chr3	-	102825440	102826379	ENSRNOG00000050221.1	Olr769
ENSRNOT00000075178.1	chr3	+	102841614	102842553	ENSRNOG00000047449.1	Olr770
ENSRNOT00000037906.2	chr3	+	102859814	102860759	ENSRNOG00000026885.2	Olr771
ENSRNOT00000040364.1	chr3	+	102925470	102926409	ENSRNOG00000048092.1	Olr772
ENSRNOT00000071260.1	chr3	+	102947729	102948668	ENSRNOG00000048326.1	Olr773
ENSRNOT00000046265.1	chr3	-	102995375	102996314	ENSRNOG00000046079.1	Olr774
ENSRNOT00000052294.1	chr3	-	103042802	103043741	ENSRNOG00000045988.1	Olr775
ENSRNOT00000044181.1	chr3	-	103065453	103066392	ENSRNOG00000047253.1	Olr776
ENSRNOT00000089106.1	chr3	+	103074693	103074824	ENSRNOG00000058605.1	SNORA17
ENSRNOT00000045645.1	chr3	-	103089451	103090390	ENSRNOG00000050428.1	Olr777
ENSRNOT00000084489.1	chr3	+	103099584	103099712	ENSRNOG00000055303.1	SNORA17
ENSRNOT00000006622.2	chr3	-	103110868	103111795	ENSRNOG00000004993.2	Olr778
ENSRNOT00000046310.1	chr3	-	103127304	103128243	ENSRNOG00000050125.1	Olr779
ENSRNOT00000052368.1	chr3	-	103140033	103140972	ENSRNOG00000048669.1	Olr780
ENSRNOT00000045743.1	chr3	-	103151159	103152122	ENSRNOG00000048229.1	Olr781
ENSRNOT00000074043.1	chr3	-	103171736	103172675	ENSRNOG00000047084.1	Olr782
