chr,bin,start,end,mean_female,mean_male,female_cov,male_cov,num_cpg
chr10,5216,64357023,64357025,0.89,0.614,17,33,5
chr10,5217,64548332,64548334,0.475,0.689,13,38,5
chr10,5219,64597833,64597835,0.52,0.744,8,33,4
chr10,5220,64598476,64598478,0.462,0.67,5,19,3
chr10,5221,64614351,64614353,0.345,0.571,35,79,10
chr10,5223,64676919,64676921,0.544,0.312,42,104,13
chr10,5225,64850026,64850028,0.658,0.869,56,47,17
chr10,5227,64925462,64925464,0.891,0.66,27,60,9
chr10,5228,64929849,64929851,0.58,0.351,52,185,23
chr10,5229,64950074,64950076,0.772,0.566,13,28,3
chr10,5230,64959214,64959216,0.323,0.517,39,53,9
chr10,5231,64994902,64994904,0.514,0.753,15,39,4
chr10,5232,65006269,65006271,0.849,0.629,16,41,5
chr10,5233,65022096,65022098,0.305,0.532,26,66,7
chr10,5234,65076156,65076158,0.534,0.766,14,26,5
chr10,5235,65081192,65081194,0.492,0.851,11,20,5
chr10,5239,65243267,65243269,0.867,0.602,10,22,4
chr10,5241,65329846,65329848,0.377,0.599,13,40,5
chr10,5243,65436538,65436540,0.395,0.114,15,31,4
chr10,5245,65447839,65447841,0.405,0.189,6,19,4
chr10,5246,65508304,65508306,0.236,0.462,7,30,3
chr10,5247,65565522,65565524,0.896,0.577,9,23,4
chr10,5249,65584664,65584666,0.506,0.741,44,104,12
chr10,5250,65607980,65607982,0.608,0.251,16,37,5
chr10,5252,65623399,65623401,0.899,0.694,19,35,4
chr10,5253,65665296,65665298,0.486,0.245,24,28,4
chr10,5254,65703926,65703928,0.683,0.448,20,24,6
chr10,5255,65713425,65713427,0.757,0.536,10,26,5
chr10,5256,65736161,65736163,0.566,0.775,15,41,5
chr10,5258,65767293,65767295,0.474,0.685,6,27,3
chr10,5260,65821165,65821167,0.318,0.704,7,30,3
chr10,5262,65890386,65890388,0.842,0.627,7,21,4
chr10,5263,65962452,65962454,0.515,0.758,10,20,4
chr10,5265,65986526,65986528,0.875,0.652,33,109,15
chr10,5266,66040900,66040902,0.55,0.77,18,30,6
chr10,5267,66059697,66059699,0.685,0.453,26,67,7
chr10,5268,66098869,66098871,0.221,0.433,8,33,7
chr10,5269,66175967,66175969,0.582,0.789,4,18,4
chr10,5270,66560852,66560854,0.656,0.881,73,121,13
chr10,5274,66670392,66670394,0.719,0.513,12,15,5
chr10,5276,66818856,66818858,0.567,0.909,7,14,3
chr10,5278,66820693,66820695,0.687,0.912,10,21,3
chr10,5280,66829897,66829899,0.567,0.794,17,30,3
chr10,5282,66831015,66831017,0.617,0.806,6,14,4
chr10,5283,66941561,66941563,0.448,0.682,15,23,3
chr10,5284,67010680,67010682,0.695,0.886,36,88,7
chr10,5286,67093759,67093761,0.766,0.521,19,39,7
chr10,5287,67284453,67284455,0.264,0.515,12,30,4
chr10,5290,67394095,67394097,0.592,0.805,29,53,6
chr10,5291,67419849,67419851,0.614,0.93,4,3,3
chr10,5294,67532584,67532586,0.38,0.752,11,38,4
chr10,5299,67679200,67679202,0.38,0.572,12,23,5
chr10,5300,67711285,67711287,0.592,0.781,16,29,5
chr10,5301,67751439,67751441,0.393,0.658,12,48,6
chr10,5303,67810810,67810812,0.526,0.245,9,40,4
chr10,5305,67869414,67869416,0.583,0.34,39,72,9
chr10,5306,67897687,67897689,0.375,0.624,25,59,8
chr10,5307,67898334,67898336,0.365,0.58,13,43,6
chr10,5309,67956875,67956877,0.563,0.327,6,14,3
chr10,5312,68043923,68043925,0.801,0.592,9,28,3
chr10,5314,68163206,68163208,0.603,0.383,28,67,7
chr10,5315,68259615,68259617,0.597,0.34,21,31,4
chr10,5316,68277946,68277948,0.862,0.623,27,82,10
chr10,5317,68516483,68516485,0.487,0.258,6,23,3
chr10,5320,68619423,68619425,0.513,0.791,11,24,6
chr10,5323,68966729,68966731,0.665,0.867,14,41,6
chr10,5324,68967290,68967292,0.451,0.663,14,41,3
chr10,5325,69071190,69071192,0.913,0.654,4,6,3
chr10,5326,69072017,69072019,0.929,0.691,7,21,5
chr10,5327,69529842,69529844,0.631,0.844,29,90,9
chr10,5328,69530828,69530830,0.544,0.78,30,34,9
chr10,5329,69531196,69531198,0.509,0.719,7,36,4
chr10,5330,69546137,69546139,0.532,0.719,8,21,4
chr10,5331,69552838,69552840,0.559,0.808,23,64,12
chr10,5332,69739154,69739156,0.674,0.471,9,34,3
chr10,5335,69914213,69914215,0.414,0.642,16,29,3
chr10,5336,69978325,69978327,0.605,0.829,12,48,4
chr10,5337,69982730,69982732,0.734,0.487,6,21,4
chr10,5338,69988197,69988199,0.542,0.774,17,42,4
chr10,5340,70119147,70119149,0.64,0.386,17,66,9
chr10,5341,70139415,70139417,0.951,0.697,13,58,9
chr10,5344,70207654,70207656,0.994,0.77,18,38,3
chr10,5345,70219135,70219137,0.329,0.603,14,44,6
chr10,5346,70266840,70266842,0.823,0.547,6,7,3
chr10,5347,70297199,70297201,0.377,0.566,7,24,3
chr10,5348,70334899,70334901,0.431,0.643,44,73,8
chr10,5352,71163116,71163118,0.287,0.053,5,8,4
chr10,5355,71702709,71702711,0.709,0.475,88,180,15
chr10,5356,71703713,71703715,0.689,0.437,9,27,4
chr10,5358,71836802,71836804,0.803,0.524,8,24,5
chr10,5359,71886750,71886752,0.663,0.45,19,17,4
chr10,5361,72001861,72001863,0.83,0.619,7,16,3
chr10,5362,72089186,72089188,0.351,0.696,23,67,5
chr10,5363,72102787,72102789,0.401,0.603,27,58,7
chr10,5364,72107554,72107556,0.373,0.58,54,107,15
chr10,5365,72120822,72120824,0.522,0.303,26,43,7
chr10,5367,72197078,72197080,0.808,0.211,7,8,3
chr10,5369,72271491,72271493,0.396,0.175,10,35,3
chr10,5370,72273524,72273526,0.089,0.313,32,70,7
chr10,5371,72278031,72278033,0.694,0.894,29,61,7
chr10,5373,72423815,72423817,0.9,0.64,19,31,6
chr10,5380,72543569,72543571,0.412,0.125,4,20,4
chr10,5381,72545587,72545589,0.555,0.826,14,23,5
chr10,5383,72948355,72948357,0.419,0.728,25,64,9
chr10,5386,73179098,73179100,0.564,0.773,8,16,3
chr10,5387,73180195,73180197,0.559,0.754,20,40,5
chr10,5389,73435889,73435891,0.742,0.535,10,31,4
chr10,5390,73445016,73445018,0.539,0.754,26,44,6
chr10,5391,73582289,73582291,0.774,0.963,38,47,9
chr10,5392,73633372,73633374,0.744,0.948,9,17,3
chr10,5393,73634337,73634339,0.696,0.917,7,6,3
chr10,5397,73866406,73866408,0.966,0.691,14,30,3
chr10,5398,74044269,74044271,0.646,0.853,27,58,10
chr10,5400,74196479,74196481,0.496,0.289,6,6,3
chr10,5403,74297125,74297127,0.556,0.81,14,42,4
chr10,5408,74680814,74680816,0.506,0.831,19,35,7
chr10,5409,74707628,74707630,0.649,0.869,20,76,8
chr10,5410,74756381,74756383,0.557,0.77,10,19,3
chr10,5412,74869088,74869090,0.645,0.903,24,39,4
chr10,5414,74909951,74909953,0.58,0.768,12,19,3
chr10,5415,74954783,74954785,0.701,0.902,10,25,4
chr10,5417,74956069,74956071,0.185,0.454,7,14,4
chr10,5418,74965226,74965228,0.56,0.795,6,19,3
chr10,5423,75251439,75251441,0.563,0.759,30,87,11
chr10,5424,75268608,75268610,0.507,0.279,28,49,7
chr10,5425,75336850,75336852,0.832,0.601,26,94,10
chr10,5426,75368674,75368676,0.666,0.41,23,20,7
chr10,5428,75463507,75463509,0.606,0.807,22,36,4
chr10,5429,75467554,75467556,0.642,0.362,56,178,18
chr10,5431,75523034,75523036,0.596,0.828,10,18,3
chr10,5433,75541627,75541629,0.275,0.48,37,105,11
chr10,5434,75563441,75563443,0.397,0.636,36,55,5
chr10,5435,75563913,75563915,0.216,0.484,11,45,6
chr10,5436,75577391,75577393,0.912,0.687,23,49,6
chr10,5437,75641856,75641858,0.816,0.594,31,131,9
chr10,5438,75729472,75729474,0.687,0.462,25,66,6
chr10,5439,75979241,75979243,0.636,0.827,18,32,4
chr10,5440,76041586,76041588,0.696,0.454,4,9,3
chr10,5441,76079985,76079987,0.776,0.534,32,121,12
chr10,5443,76141388,76141390,0.41,0.633,36,96,14
chr10,5444,76181734,76181736,0.347,0.608,14,58,6
chr10,5447,76321334,76321336,0.434,0.681,12,32,5
chr10,5448,76370591,76370593,0.844,0.642,25,29,6
chr10,5449,76420205,76420207,0.791,0.542,17,39,4
chr10,5450,76483000,76483002,0.586,0.871,89,202,28
chr10,5451,76498884,76498886,0.564,0.834,26,39,7
chr10,5452,76499925,76499927,0.613,0.849,11,42,5
chr10,5453,76542247,76542249,0.377,0.728,6,19,3
chr10,5454,76545771,76545773,0.642,0.906,16,41,7
chr10,5457,76673818,76673820,0.518,0.297,47,91,16
chr10,5458,76687182,76687184,0.663,0.854,14,30,5
chr10,5459,76808526,76808528,0.464,0.698,10,19,3
chr10,5462,76837525,76837527,0.141,0.351,26,60,11
chr10,5463,77207740,77207742,0.422,0.655,13,25,4
chr10,5464,77512399,77512401,0.621,0.141,13,11,4
chr10,5465,77669892,77669894,0.51,0.291,23,73,7
chr10,5467,77695888,77695890,0.463,0.726,9,20,3
chr10,5468,77772399,77772401,0.905,0.701,22,50,5
chr10,5470,78031989,78031991,0.86,0.644,27,51,8
chr10,5475,78410912,78410914,0.638,0.848,10,27,3
chr10,5476,78455802,78455804,0.699,0.475,13,45,5
chr10,5477,78537712,78537714,0.649,0.856,5,9,3
chr10,5480,78539438,78539440,0.567,0.767,12,25,3
chr10,5481,78670322,78670324,0.679,0.866,5,12,4
chr10,5487,79232900,79232902,0.685,0.882,16,23,7
chr10,5488,79253966,79253968,0.73,0.92,6,10,4
chr10,5489,79254858,79254860,0.69,0.893,13,31,4
chr10,5495,79634982,79634984,0.822,0.597,3,6,3
chr10,5497,79647526,79647528,0.827,0.621,13,21,6
chr10,5500,79965439,79965441,0.876,0.675,11,12,4
chr10,5504,80786351,80786353,0.423,0.656,7,11,3
chr10,5505,81186674,81186676,0.663,0.931,4,10,3
chr10,5510,81386207,81386209,0.955,0.7,8,14,4
chr10,5513,81393904,81393906,0.946,0.738,12,50,6
chr10,5519,81749192,81749194,0.498,0.812,11,22,4
chr10,5521,81849508,81849510,0.557,0.778,7,14,4
chr10,5523,81912885,81912887,0.288,0.046,16,27,5
chr10,5524,81913314,81913316,0.702,0.369,17,36,6
chr10,5525,81973296,81973298,0.642,0.851,30,77,9
chr10,5526,81977625,81977627,0.726,0.921,9,36,6
chr10,5527,82027706,82027708,0.82,0.506,8,13,4
chr10,5529,82048048,82048050,0.778,0.534,6,29,4
chr10,5530,82115307,82115309,0.591,0.794,43,109,8
chr10,5531,82143150,82143152,0.873,0.657,6,15,3
chr10,5532,82143584,82143586,0.876,0.667,4,13,3
chr10,5533,82148902,82148904,0.472,0.684,40,73,7
chr10,5535,82225171,82225173,0.595,0.809,26,79,9
chr10,5537,82275632,82275634,0.266,0.477,26,47,3
chr10,5540,82444600,82444602,0.56,0.815,36,111,10
chr10,5542,82453879,82453881,0.444,0.179,37,71,13
chr10,5546,82671896,82671898,0.497,0.713,18,34,5
chr10,5547,82705539,82705541,0.672,0.877,21,53,8
chr10,5548,82727609,82727611,0.748,0.542,22,79,8
chr10,5549,82761627,82761629,0.25,0.493,18,32,4
chr10,5550,82786380,82786382,0.511,0.718,27,76,9
chr10,5553,82810676,82810678,0.677,0.468,7,26,3
chr10,5554,82888898,82888900,0.167,0.717,8,21,3
chr10,5555,82926182,82926184,0.732,0.422,33,102,13
chr10,5556,82935651,82935653,0.173,0.397,45,110,12
chr10,5557,82943298,82943300,0.405,0.618,30,72,9
chr10,5558,82945784,82945786,0.896,0.663,58,115,13
chr10,5559,82997887,82997889,0.602,0.8,27,48,8
chr10,5560,83042536,83042538,0.475,0.686,18,21,3
chr10,5562,83070359,83070361,0.44,0.212,24,67,8
chr10,5563,83071602,83071604,0.594,0.817,21,32,5
chr10,5564,83072132,83072134,0.71,0.931,42,81,11
chr10,5565,83077666,83077668,0.767,0.538,21,30,6
chr10,5566,83086340,83086342,0.572,0.791,33,69,8
chr10,5567,83127575,83127577,0.617,0.859,5,13,3
chr10,5569,83326030,83326032,0.75,0.521,17,72,8
chr10,5570,83351511,83351513,0.44,0.749,25,64,10
chr10,5571,83399479,83399481,0.441,0.219,16,35,4
chr10,5573,83442035,83442037,0.427,0.629,40,46,9
chr10,5579,83637787,83637789,0.299,0.566,10,17,5
chr10,5580,83800327,83800329,0.622,0.824,23,40,6
chr10,5584,83857012,83857014,0.693,0.43,10,36,3
chr10,5590,84082530,84082532,0.676,0.866,14,29,6
chr10,5591,84086896,84086898,0.49,0.728,10,22,3
chr10,5594,84265849,84265851,0.604,0.823,18,77,7
chr10,5595,84266799,84266801,0.717,0.951,24,34,8
chr10,5596,84308438,84308440,0.615,0.816,8,22,4
chr10,5598,84404470,84404472,0.374,0.583,8,15,3
chr10,5600,84431931,84431933,0.418,0.606,10,22,3
chr10,5601,84463770,84463772,0.767,0.564,6,31,3
chr10,5602,84503770,84503772,0.622,0.814,23,38,4
chr10,5603,84505609,84505611,0.457,0.226,30,55,6
chr10,5604,84559099,84559101,0.474,0.69,68,205,24
chr10,5606,84656014,84656016,0.798,0.557,10,22,4
chr10,5608,84659329,84659331,0.701,0.963,11,37,4
chr10,5610,84694586,84694588,0.303,0.502,19,46,4
chr10,5613,84737950,84737952,0.484,0.698,26,41,8
chr10,5615,84744321,84744323,0.685,0.475,26,66,7
chr10,5616,84854903,84854905,0.764,0.495,12,26,3
chr10,5618,84926828,84926830,0.556,0.77,51,120,14
chr10,5619,84936518,84936520,0.39,0.66,13,51,5
chr10,5623,85012733,85012735,0.344,0.534,10,29,3
chr10,5627,85250668,85250670,0.549,0.758,8,25,3
chr10,5628,85256951,85256953,0.48,0.768,16,34,6
chr10,5629,85298503,85298505,0.771,0.567,9,29,4
chr10,5635,85540981,85540983,0.673,0.954,22,23,5
chr10,5636,85541591,85541593,0.701,0.939,13,31,5
chr10,5640,85633095,85633097,0.788,0.57,47,108,13
chr10,5641,85685519,85685521,0.578,0.83,13,40,5
chr10,5642,85722843,85722845,0.628,0.901,6,13,3
chr10,5645,85830368,85830370,0.339,0.547,14,24,5
chr10,5646,85836066,85836068,0.702,0.935,16,42,5
chr10,5647,85836771,85836773,0.633,0.926,21,53,9
chr10,5648,85847370,85847372,0.539,0.756,18,48,8
chr10,5649,85860166,85860168,0.493,0.276,33,75,9
chr10,5651,85916789,85916791,0.652,0.442,20,30,3
chr10,5652,85979561,85979563,0.385,0.601,17,38,5
chr10,5654,85988625,85988627,0.574,0.363,9,17,4
chr10,5655,86145768,86145770,0.442,0.766,14,58,7
chr10,5658,86239392,86239394,0.727,0.475,7,28,4
chr10,5660,86242790,86242792,0.302,0.568,9,25,4
chr10,5663,86248774,86248776,0.689,0.884,10,31,4
chr10,5664,86250428,86250430,0.257,0.468,21,43,6
chr10,5665,86289399,86289401,0.3,0.542,10,44,4
chr10,5667,86341139,86341141,0.719,0.511,23,38,6
chr10,5669,86356298,86356300,0.587,0.935,28,32,8
chr10,5670,86360263,86360265,0.301,0.523,14,31,7
chr10,5673,86508178,86508180,0.756,0.277,6,8,4
chr10,5674,86578591,86578593,0.439,0.631,31,59,8
chr10,5677,86697613,86697615,0.204,0.426,27,47,6
chr10,5678,86730810,86730812,0.74,0.945,19,44,4
chr10,5679,86731283,86731285,0.682,0.909,6,14,3
chr10,5682,86775495,86775497,0.186,0.435,7,26,3
chr10,5684,86778873,86778875,0.884,0.636,55,145,20
chr10,5686,86837639,86837641,0.67,0.379,52,91,10
chr10,5687,86853993,86853995,0.435,0.644,12,27,3
chr10,5688,86932880,86932882,0.361,0.552,6,19,3
chr10,5690,86980365,86980367,0.447,0.662,6,12,4
chr10,5691,87059356,87059358,0.69,0.46,29,63,7
chr10,5692,87213064,87213066,0.301,0.083,68,178,22
chr10,5693,87214661,87214663,0.54,0.78,39,84,12
chr10,5695,87244035,87244037,0.435,0.629,35,89,9
chr10,5696,87290917,87290919,0.25,0.52,12,25,5
chr10,5697,87291471,87291473,0.246,0.62,5,27,3
chr10,5698,87292152,87292154,0.418,0.701,13,41,5
chr10,5699,87341867,87341869,0.418,0.616,26,56,7
chr10,5700,87378840,87378842,0.522,0.748,42,78,9
chr10,5703,87940974,87940976,0.565,0.779,32,127,13
chr10,5704,88045845,88045847,0.695,0.48,42,97,14
chr10,5705,88135086,88135088,0.721,0.496,6,17,3
chr10,5706,88196735,88196737,0.616,0.365,48,163,15
chr10,5707,88203539,88203541,0.474,0.254,35,126,13
chr10,5709,88245876,88245878,0.778,0.529,27,60,9
chr10,5712,88444081,88444083,0.658,0.396,6,20,3
chr10,5713,88458479,88458481,0.708,0.424,11,22,6
chr10,5715,88519290,88519292,0.878,0.621,26,107,15
chr10,5720,88576905,88576907,0.217,0.425,8,18,3
chr10,5721,88645981,88645983,0.739,0.446,13,33,3
chr10,5724,88669886,88669888,0.556,0.287,17,40,5
chr10,5725,88752965,88752967,0.493,0.29,3,10,3
chr10,5726,88789793,88789795,0.483,0.71,21,42,5
chr10,5736,88967184,88967186,0.699,0.404,62,163,17
chr10,5737,88998221,88998223,0.723,0.467,20,73,7
chr10,5738,89006182,89006184,0.479,0.722,9,12,3
chr10,5743,89198900,89198902,0.568,0.353,10,20,4
chr10,5744,89200170,89200172,0.22,0.427,13,28,5
chr10,5746,89293752,89293754,0.731,0.923,25,50,6
chr10,5747,89309706,89309708,0.715,0.92,29,37,7
chr10,5748,89329830,89329832,0.318,0.566,13,36,6
chr10,5749,89339986,89339988,0.641,0.375,4,14,3
chr10,5751,89377445,89377447,0.324,0.582,12,28,3
chr10,5754,89484340,89484342,0.481,0.243,25,62,10
chr10,5755,89497641,89497643,0.35,0.538,11,17,3
chr10,5756,89506299,89506301,0.495,0.846,7,7,3
chr10,5757,89506747,89506749,0.512,0.757,10,41,3
chr10,5758,89510175,89510177,0.507,0.759,13,19,6
chr10,5759,89512657,89512659,0.498,0.254,11,29,5
chr10,5761,89516135,89516137,0.247,0.489,8,20,3
chr10,5762,89518685,89518687,0.742,0.947,6,31,4
chr10,5763,89560003,89560005,0.492,0.693,18,21,4
chr10,5765,89598865,89598867,0.753,0.541,43,102,12
chr10,5771,89705445,89705447,0.679,0.433,39,101,12
chr10,5773,89734693,89734695,0.557,0.751,18,33,5
chr10,5775,89814532,89814534,0.704,0.899,14,32,4
chr10,5778,89863091,89863093,0.497,0.769,23,66,7
chr10,5779,89898014,89898016,0.506,0.27,13,20,5
chr10,5780,89960786,89960788,0.837,0.589,37,80,9
chr10,5781,89974101,89974103,0.574,0.763,11,25,3
chr10,5782,90028100,90028102,0.726,0.477,5,33,3
chr10,5783,90037958,90037960,0.488,0.72,38,120,14
chr10,5784,90075966,90075968,0.704,0.401,19,50,8
chr10,5785,90077693,90077695,0.986,0.707,38,79,15
chr10,5789,90188445,90188447,0.425,0.875,16,29,5
chr10,5791,90222879,90222881,0.421,0.619,8,19,3
chr10,5792,90224082,90224084,0.408,0.629,24,46,4
chr10,5793,90229142,90229144,0.573,0.785,4,32,3
chr10,5794,90261891,90261893,0.317,0.575,9,38,4
chr10,5796,90288144,90288146,0.741,0.494,4,10,3
chr10,5799,90343154,90343156,0.419,0.19,29,71,10
chr10,5800,90347668,90347670,0.372,0.575,56,115,11
chr10,5801,90377998,90378000,0.293,0.541,9,28,3
chr10,5802,90393947,90393949,0.473,0.729,39,68,10
chr10,5804,90475979,90475981,0.691,0.433,8,23,5
chr10,5805,90476825,90476827,0.658,0.425,8,7,3
chr10,5807,90566897,90566899,0.577,0.787,9,25,4
chr10,5808,90617064,90617066,0.924,0.688,9,26,3
chr10,5810,90770212,90770214,0.767,0.565,17,69,6
chr10,5811,90957497,90957499,0.933,0.681,21,69,9
chr10,5812,91015165,91015167,0.705,0.898,18,43,4
chr10,5814,91040670,91040672,0.616,0.303,24,69,7
chr10,5815,91047802,91047804,0.636,0.368,15,59,7
chr10,5816,91050061,91050063,0.479,0.704,13,26,3
chr10,5817,91175586,91175588,0.735,0.468,36,41,12
chr10,5820,91225693,91225695,0.764,0.56,16,33,5
chr10,5823,91282805,91282807,0.949,0.529,10,22,5
chr10,5824,91302420,91302422,0.236,0.466,6,40,4
chr10,5828,91625205,91625207,0.636,0.83,16,31,7
chr10,5834,91689797,91689799,0.926,0.519,20,57,8
chr10,5835,91711583,91711585,0.197,0.443,10,23,4
chr10,5838,91727128,91727130,0.56,0.768,31,132,13
chr10,5840,91775648,91775650,0.283,0.486,29,44,7
chr10,5841,91816584,91816586,0.861,0.653,36,64,9
chr10,5842,91820458,91820460,0.52,0.723,17,39,3
chr10,5843,92011146,92011148,0.635,0.861,19,59,8
chr10,5845,92303979,92303981,0.493,0.772,39,96,12
chr10,5846,92320027,92320029,0.401,0.593,30,57,7
chr10,5847,92362842,92362844,0.45,0.683,11,30,3
chr10,5848,92370013,92370015,0.737,0.472,38,93,11
chr10,5851,92627373,92627375,0.825,0.572,49,120,15
chr10,5852,92677294,92677296,0.612,0.836,20,69,8
chr10,5853,92710604,92710606,0.846,0.644,14,46,5
chr10,5855,92731122,92731124,0.689,0.877,16,15,6
chr10,5857,92774242,92774244,0.905,0.496,10,14,3
chr10,5858,92774595,92774597,0.918,0.652,27,26,17
chr10,5860,92862939,92862941,0.895,0.624,15,35,9
chr10,5861,92864048,92864050,0.889,0.643,4,20,3
chr10,5863,93141401,93141403,0.651,0.964,4,19,3
chr10,5864,93202319,93202321,0.867,0.633,5,3,3
chr10,5866,93484456,93484458,0.576,0.784,6,15,3
chr10,5867,93486554,93486556,0.588,0.781,19,49,6
chr10,5868,93564739,93564741,0.665,0.853,7,18,3
chr10,5869,93579660,93579662,0.898,0.681,82,70,13
chr10,5870,93681742,93681744,0.468,0.206,10,27,5
chr10,5872,93719691,93719693,0.684,0.419,31,65,13
chr10,5876,94384987,94384989,0.225,0.528,11,28,6
chr10,5877,94532514,94532516,0.875,0.646,14,36,7
chr10,5878,94628310,94628312,0.894,0.691,14,56,7
chr10,5879,94813697,94813699,0.616,0.891,45,108,15
chr10,5880,94844982,94844984,0.377,0.607,19,60,9
chr10,5882,94980004,94980006,0.966,0.759,9,19,3
chr10,5883,95048408,95048410,0.745,0.536,13,38,6
chr10,5884,95072409,95072411,0.907,0.702,18,40,7
chr10,5886,95119850,95119852,0.407,0.751,7,8,3
chr10,5887,95194272,95194274,0.471,0.678,12,23,3
chr10,5888,95212731,95212733,0.59,0.802,7,24,4
chr10,5891,95347272,95347274,0.555,0.813,8,20,4
chr10,5892,95456639,95456641,0.344,0.575,36,93,15
chr10,5893,95694853,95694855,0.534,0.29,6,21,3
chr10,5897,96438361,96438363,0.573,0.869,23,48,10
chr10,5898,96455984,96455986,0.755,0.526,35,86,13
chr10,5899,96541136,96541138,0.898,0.653,33,57,8
chr10,5900,96541803,96541805,0.879,0.669,12,42,3
chr10,5902,96756583,96756585,0.67,0.866,11,15,3
chr10,5906,96815545,96815547,0.655,0.392,26,107,11
chr10,5907,96826933,96826935,0.908,0.686,8,20,3
chr10,5912,97112583,97112585,0.545,0.74,11,36,6
chr10,5913,97174318,97174320,0.961,0.706,14,27,3
chr10,5915,97179946,97179948,0.709,0.469,15,75,5
chr10,5916,97209166,97209168,0.204,0.415,54,91,10
chr10,5922,97392882,97392884,0.72,0.908,42,64,6
chr10,5923,97458671,97458673,0.898,0.682,37,71,8
chr10,5924,97470932,97470934,0.865,0.635,29,63,6
chr10,5925,97482527,97482529,0.623,0.398,35,105,10
chr10,5926,97490814,97490816,0.767,0.515,14,16,4
chr10,5927,97508012,97508014,0.627,0.832,25,44,6
chr10,5928,97524000,97524002,0.425,0.672,14,37,4
chr10,5929,97530709,97530711,0.756,0.539,17,42,5
chr10,5931,97611343,97611345,0.457,0.24,22,79,7
chr10,5932,97612387,97612389,0.572,0.809,19,54,9
chr10,5933,97625151,97625153,0.423,0.824,19,37,6
chr10,5934,97710273,97710275,0.722,0.435,10,16,3
chr10,5935,97711656,97711658,0.516,0.783,3,18,3
chr10,5936,97715157,97715159,0.641,0.829,18,44,9
chr10,5938,97884183,97884185,0.574,0.804,20,41,6
chr10,5939,97884757,97884759,0.528,0.75,20,18,6
chr10,5941,97912060,97912062,0.732,0.493,57,162,14
chr10,5942,97939955,97939957,0.588,0.359,9,31,4
chr10,5944,97991358,97991360,0.871,0.661,9,26,3
chr10,5945,98023903,98023905,0.534,0.726,10,21,3
chr10,5946,98078475,98078477,0.811,0.593,26,50,9
chr10,5947,98099796,98099798,0.68,0.887,13,35,7
chr10,5948,98337338,98337340,0.858,0.656,16,29,4
chr10,5955,98545941,98545943,0.619,0.342,12,25,5
chr10,5956,98685612,98685614,0.839,0.58,52,150,21
chr10,5957,98692408,98692410,0.798,0.586,45,81,11
chr10,5958,98706228,98706230,0.56,0.766,5,16,4
chr10,5960,98748054,98748056,0.65,0.858,23,55,9
chr10,5962,98754225,98754227,0.74,0.492,54,114,13
chr10,5963,98773553,98773555,0.807,0.537,18,59,7
chr10,5964,98862545,98862547,0.656,0.843,13,31,5
chr10,5965,99069616,99069618,0.688,0.891,5,7,3
chr10,5967,99280436,99280438,0.56,0.774,54,116,20
chr10,5968,99298014,99298016,0.455,0.723,26,71,9
chr10,5969,99299564,99299566,0.518,0.84,4,13,3
chr10,5970,99300062,99300064,0.596,0.862,15,54,5
chr10,5973,99662347,99662349,0.632,0.364,70,129,22
chr10,5974,99712142,99712144,0.492,0.697,15,20,5
chr10,5975,99868305,99868307,0.696,0.904,16,54,3
chr10,5976,99944217,99944219,0.603,0.795,5,17,3
